@relation 'dataset_feat_message-weka.filters.unsupervised.attribute.Remove-R2,5'

@attribute comm numeric
@attribute ddev numeric
@attribute exp numeric
@attribute modd numeric
@attribute mods numeric
@attribute nloc numeric
@attribute cyco numeric
@attribute addl numeric
@attribute reml numeric
@attribute label {clean,defective}

@data
1,1,405,1,109,911,188,15,27,clean
1,1,405,1,109,911,188,15,27,clean
2,1,118,2,109,373,87,3,31,defective
1,2,26750,1,153,906,193,214,125,clean
2,3,33275,2,161,282,67,60,139,defective
1,4,112,2,33,58,13,14,8,clean
1,5,9,1,47,259,79,9,0,clean
1,1,22356,1,109,274,80,207,108,clean
1,1,204,1,109,211,45,17,12,clean
1,2,27048,1,29,239,54,147,184,clean
2,2,2,2,109,32,4,2,1,clean
1,3,4,1,153,847,23,2,2,clean
1,4,7,1,33,824,23,0,7,clean
1,1,355,1,109,207,50,355,0,clean
1,2,91,2,153,246,59,13,7,clean
1,3,3,1,41,109,39,3,0,clean
2,1,355,2,109,226,54,240,14,defective
2,3,159,3,153,200,52,11,18,clean
1,1,182,1,109,325,71,91,2,defective
1,2,1152,1,21,411,87,128,9,defective
1,1,119,1,109,32,4,119,0,clean
1,1,3,1,109,25,6,3,0,clean
1,2,1,1,153,25,6,1,1,clean
1,3,8,1,161,25,6,8,0,clean
1,4,224,1,29,28,6,16,14,clean
2,2,307,2,109,472,30,22,14,defective
1,3,4,1,153,110,38,1,4,clean
1,4,76,1,161,823,23,4,19,clean
1,5,30,1,33,823,23,5,6,clean
1,6,3,1,47,935,25,0,3,clean
1,1,119,1,109,32,4,119,0,clean
1,1,119,1,109,32,4,119,0,clean
1,1,405,1,109,911,188,15,27,clean
2,1,8,2,109,96,18,13,2,clean
2,3,1067,2,41,149,38,46,25,clean
2,1,212,2,109,29,0,124,11,clean
2,1,212,2,109,29,0,124,11,clean
2,1,212,2,109,29,0,106,2,clean
1,1,120,1,109,19,0,120,0,clean
2,1,212,2,109,29,0,106,2,clean
1,2,9,1,21,39,0,9,0,clean
1,1,212,1,109,29,0,212,0,clean
1,1,120,1,109,19,0,120,0,clean
1,1,792,1,109,30,0,36,22,clean
1,1,120,1,109,19,0,120,0,clean
2,1,633,4,109,2452,623,162,109,defective
3,2,15204,3,29,381,104,83,56,clean
2,1,633,4,109,2452,623,162,109,defective
2,2,15204,2,29,381,104,117,78,clean
2,1,633,4,109,2452,623,162,109,defective
2,2,15204,2,29,381,104,117,78,clean
2,1,633,4,109,2452,623,162,109,defective
2,2,15204,2,29,381,104,117,78,clean
2,1,633,4,109,2452,623,162,109,defective
1,2,1,1,41,328,90,1,1,clean
1,3,15204,1,29,382,104,181,84,clean
2,1,633,4,109,2452,623,162,109,defective
1,2,12,1,161,317,91,12,0,defective
3,3,15204,3,29,381,104,83,56,clean
2,1,633,4,109,2452,623,162,109,defective
4,2,15204,4,29,383,104,67,42,clean
2,1,633,4,109,2452,623,162,109,defective
4,2,15204,4,29,383,104,67,42,clean
2,1,633,4,109,2452,623,162,109,defective
3,2,15204,3,29,381,104,83,56,clean
2,1,633,4,109,2452,623,162,109,defective
3,2,15204,3,29,381,104,83,56,clean
2,1,633,4,109,2452,623,162,109,defective
2,2,15204,2,29,381,104,117,78,clean
1,1,5336,1,109,0,104,0,5336,clean
1,1,456,1,109,493,131,19,24,defective
1,1,10,1,109,344,91,10,0,clean
1,2,46,1,120,377,100,23,2,clean
1,1,4,1,109,340,85,2,2,clean
1,2,4,1,30,341,86,2,2,clean
1,3,12,1,47,340,86,4,3,clean
1,1,5336,1,109,0,86,0,5336,clean
2,2,2728,2,153,98,21,33,25,clean
1,1,6888,1,109,584,160,84,82,clean
1,2,1,1,21,583,160,0,1,clean
1,1,1800,1,109,428,115,50,36,defective
1,2,17420,1,161,594,156,268,65,defective
2,2,11352,2,109,980,45,132,121,defective
1,3,135,1,161,1672,6,15,9,defective
1,1,124,1,109,699,130,4,31,clean
3,1,1062,3,109,161,71,31,1784,defective
2,2,80,2,153,90,45,5,141,clean
1,3,30,1,161,438,162,6,5,clean
1,4,210,1,24,872,176,14,15,clean
3,5,645,3,120,452,95,18,13,clean
1,6,24,1,41,136,34,1,24,clean
2,1,4,3,109,477,88,9,4,clean
1,2,49,1,24,33,0,7,7,clean
2,4,7296,2,120,196,37,185,446,defective
2,1,2,4,109,362,65,7,11,clean
3,3,50,5,120,81,15,73,196,defective
1,1,60,1,109,72,19,20,3,clean
1,1,4,1,109,447,123,2,2,defective
1,2,4347,1,153,449,122,63,69,clean
1,1,365,2,109,136,38,187,182,defective
1,2,35,1,29,144,37,7,5,clean
1,1,60,1,109,99,22,20,3,clean
1,2,100,1,41,113,25,25,4,clean
1,1,2592,1,109,448,125,81,32,clean
1,1,560,1,109,332,78,560,0,defective
1,1,560,1,109,332,78,560,0,defective
3,1,560,5,109,315,80,296,2,defective
1,1,40,1,109,19,0,40,1,clean
1,1,560,1,109,332,78,560,0,defective
1,1,560,1,109,332,78,560,0,defective
1,1,40,1,109,19,0,40,1,clean
1,1,40,1,109,19,0,40,1,clean
1,1,560,1,109,332,78,560,0,defective
1,1,560,1,109,332,78,560,0,defective
1,2,10,1,21,336,80,5,2,clean
2,1,1157,2,109,657,140,633,45,defective
2,1,1,2,153,46,8,1,1,clean
1,2,84,1,25,42,7,7,12,clean
1,1,1980,1,153,122,26,110,18,defective
1,2,1,1,41,122,26,0,1,clean
4,2,5609,4,153,564,140,312,90,defective
1,1,1254,1,153,2294,614,57,22,clean
1,2,2209,1,120,2308,616,47,47,defective
2,2,223,2,153,391,89,309,13,defective
1,1,4,1,153,389,116,4,0,clean
1,1,4,1,153,389,116,4,0,clean
1,1,4,2,153,76,12,2,2,clean
1,2,605,1,30,87,12,55,11,clean
1,1,4,2,153,76,12,2,2,clean
2,2,605,2,30,87,12,28,6,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
2,2,336,2,161,290,70,14,8,clean
4,1,1,6,153,5392,1439,1426,1432,defective
1,1,26750,1,153,906,193,214,125,clean
2,1,182,2,153,641,141,114,69,clean
8,2,4556,8,161,304,74,51,66,defective
1,3,10527,1,33,314,79,121,87,defective
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,9,1,153,1036,240,3,3,clean
1,2,273,2,120,0,240,0,803,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
2,1,288,2,153,5388,1445,21,21,clean
2,1,650,2,153,5378,1446,23,15,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,4,1,153,367,88,2,2,clean
5,2,4556,5,161,313,77,61,95,defective
2,3,10527,2,33,314,79,72,61,defective
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,1,1,153,1264,239,0,1,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,25,1,153,225,73,5,5,clean
1,2,357,1,120,0,73,0,357,clean
1,1,25,2,153,225,73,5,5,clean
1,2,357,2,120,0,73,0,357,clean
1,1,1,1,153,2281,610,1,1,clean
1,2,22,1,161,2295,614,22,0,clean
1,3,4,1,50,2330,613,2,2,clean
1,1,9,1,153,699,132,3,3,clean
1,2,68,2,161,773,77,8,7,clean
1,1,1980,1,153,122,26,110,18,defective
1,2,1,1,41,122,26,0,1,clean
1,1,9,1,153,699,132,3,3,clean
1,2,68,2,161,773,77,8,7,clean
1,3,64,1,33,829,23,8,8,clean
2,1,416,2,153,5337,1430,63,19,defective
1,1,9,1,153,19,8,3,3,clean
1,2,83,1,120,0,8,0,83,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,16,1,153,566,142,16,1,clean
1,2,51,1,33,596,147,51,0,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,2,40,1,47,904,190,20,2,clean
2,1,51051,2,153,623,150,126,133,defective
2,2,693,2,153,733,169,110,64,clean
1,3,40,1,47,904,190,20,2,clean
2,1,17783089,2,153,5419,1453,2173,2170,defective
1,1,320,1,153,2321,547,40,8,defective
1,2,558,1,33,2379,548,62,9,defective
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
2,2,588,2,153,151,32,112,49,defective
1,3,19,1,161,211,40,19,0,clean
2,2,588,2,153,151,32,112,49,defective
1,3,19,1,161,211,40,19,0,clean
1,1,9,1,153,19,8,3,3,clean
1,2,83,1,120,0,8,0,83,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,1,1,153,624,151,1,1,clean
1,2,1,1,33,630,155,1,1,clean
1,3,1,1,41,677,153,1,0,clean
1,1,30,1,153,28,6,5,6,clean
1,2,61,1,120,0,6,0,61,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,24,1,153,651,178,4,6,clean
2,1,3,2,153,315,69,2,0,clean
1,2,16,1,21,411,87,4,4,clean
1,3,10,1,25,414,87,10,0,clean
1,1,4,1,153,153,43,2,2,clean
1,1,26750,1,153,906,193,214,125,clean
1,2,9,1,47,259,79,9,0,clean
1,1,4,2,153,916,207,2,2,clean
2,3,7,2,33,916,207,5,1,clean
1,1,9,1,153,44,0,3,3,clean
1,1,9,1,153,44,0,3,3,clean
1,1,26750,1,153,906,193,214,125,clean
1,2,9,1,47,259,79,9,0,clean
2,2,588,2,153,151,32,112,49,defective
1,3,19,1,161,211,40,19,0,clean
2,2,588,2,153,151,32,112,49,defective
1,3,19,1,161,211,40,19,0,clean
1,1,4,1,153,847,23,2,2,clean
1,2,304,1,120,0,23,0,304,clean
2,1,51051,2,153,623,150,111,116,defective
1,1,280,1,153,108,38,7,40,clean
1,1,280,1,153,108,38,7,40,clean
1,1,280,1,153,108,38,7,40,clean
1,2,29,1,41,208,32,29,0,clean
1,1,280,1,153,108,38,7,40,clean
1,1,280,1,153,108,38,7,40,clean
1,2,9,1,24,1520,376,9,1,clean
1,1,280,1,153,108,38,7,40,clean
1,2,29,1,41,208,32,29,0,clean
1,1,280,1,153,108,38,7,40,clean
1,2,29,1,41,208,32,29,0,clean
1,1,280,1,153,108,38,7,40,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,4,2,153,916,207,2,2,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,690,1,153,1507,422,23,30,clean
1,2,8540,1,30,5730,1543,140,61,defective
1,3,6642,2,50,7737,1998,55,55,clean
1,4,44,2,29,4281,1172,2,7,clean
1,1,13,3,153,209,52,13,7,clean
1,1,13,2,153,33,6,16,6,clean
1,1,13,1,153,66,13,1,13,clean
1,1,51051,1,153,624,150,221,231,defective
1,2,1768,1,25,621,149,68,26,clean
1,3,2318,1,47,700,157,122,19,clean
2,1,51051,2,153,623,150,126,133,defective
2,2,588,2,153,151,32,112,49,defective
1,3,19,1,161,211,40,19,0,clean
2,2,588,2,153,151,32,112,49,defective
1,3,19,1,161,211,40,19,0,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,4347,1,153,449,122,63,69,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,2,13,1,161,908,193,13,0,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
2,2,1083,2,153,561,145,72,71,clean
1,1,64,1,153,561,145,8,8,clean
1,1,12,1,153,493,131,3,4,clean
1,2,25,1,29,628,188,5,5,clean
1,1,4,1,153,916,207,2,2,clean
1,2,5,1,33,916,207,5,1,clean
1,1,5,1,153,340,86,5,0,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,36,1,153,65,10,12,3,clean
1,2,1488,1,161,74,10,48,31,clean
2,4,37,2,33,78,12,21,17,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
2,1,18,2,153,30,10,10,1,clean
1,2,875,1,161,26,9,35,25,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,182,1,153,376,90,14,13,clean
3,2,33275,3,161,280,67,74,126,defective
2,3,10527,2,33,314,79,72,61,defective
1,1,26750,1,153,906,193,214,125,clean
2,2,72,2,161,275,67,19,22,clean
2,3,10527,2,33,314,79,72,61,defective
1,1,16,1,153,566,142,16,1,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,26750,1,153,906,193,214,125,clean
1,1,420,1,153,68,18,30,14,defective
1,1,26750,1,153,906,193,214,125,clean
2,1,5,3,161,363,87,12,1,clean
1,2,6,2,41,492,128,2,1,clean
1,3,462,1,47,539,135,21,22,clean
1,1,16,1,161,91,36,16,1,clean
1,2,1219,2,16,97,39,53,23,clean
1,1,16,1,161,91,36,16,1,clean
1,2,1219,1,16,97,39,53,23,clean
2,1,2880,2,161,326,81,96,157,defective
1,1,9,2,161,132,46,3,3,clean
1,2,179,2,120,0,54,0,235,clean
2,1,2880,2,161,326,81,96,157,defective
1,1,2,1,161,225,50,1,2,clean
2,1,336,2,161,290,70,14,6,clean
1,2,2,1,33,315,81,2,0,clean
1,1,1,1,161,289,70,1,1,clean
1,2,2,1,33,315,81,2,0,clean
1,1,3,1,161,844,23,3,1,clean
2,1,4556,2,161,321,78,80,81,defective
1,1,34,1,161,448,121,17,2,clean
3,1,2880,3,161,337,85,71,115,defective
1,1,30,1,161,909,193,6,5,clean
2,1,2,2,161,777,0,1,0,clean
1,1,320,1,161,839,23,20,16,clean
1,2,128,1,30,881,23,16,8,clean
1,1,320,1,161,839,23,20,16,clean
1,2,128,1,30,881,23,16,8,clean
1,1,3,1,161,651,179,3,0,clean
2,1,4556,2,161,321,78,80,81,defective
1,1,26,1,161,482,131,2,13,clean
1,1,990,1,161,481,130,30,33,clean
1,2,13,1,41,573,157,13,0,clean
1,3,90600,1,50,6006,1633,300,302,defective
1,1,6150,1,161,29,0,82,75,defective
2,1,2,2,161,85,24,4,0,clean
1,2,1,1,33,72,21,0,1,clean
1,3,2,1,41,151,44,2,1,clean
1,1,6150,1,161,29,0,82,75,defective
2,2,4,2,161,872,176,2,3,clean
1,1,68,1,161,848,23,17,4,clean
2,2,38,2,161,1290,99,13,4,defective
2,4,5,2,41,1385,98,9,1,defective
2,6,19,2,16,1896,10,5,8,clean
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
2,1,272,2,161,415,90,18,4,clean
1,2,1530,1,33,457,98,85,18,defective
1,3,950,1,47,424,96,10,95,clean
1,1,2205,1,161,5432,1460,49,45,clean
1,1,2205,1,161,5432,1460,49,45,clean
1,1,2205,1,161,5432,1460,49,45,clean
1,1,2205,1,161,5432,1460,49,45,clean
1,2,720,1,16,6799,1859,30,24,defective
1,1,2205,1,161,5432,1460,49,45,clean
1,1,2205,1,161,5432,1460,49,45,clean
1,1,2205,1,161,5432,1460,49,45,clean
1,2,7360,1,47,6045,1644,115,64,defective
2,1,2205,2,161,5489,1476,49,36,clean
1,2,558,1,33,2379,548,62,9,defective
1,1,2205,1,161,5432,1460,49,45,clean
2,1,38,2,161,839,23,28,18,clean
2,1,38,2,161,839,23,28,18,clean
1,1,33,1,161,631,189,33,1,defective
2,1,38,2,161,839,23,28,18,clean
2,1,38,2,161,839,23,28,18,clean
3,2,6,3,161,32,5,11,6,clean
1,3,144,1,16,51,10,24,6,clean
2,1,38,2,161,839,23,28,18,clean
2,1,38,2,161,839,23,28,18,clean
2,1,6,2,161,848,23,7,3,clean
1,2,96,1,41,877,24,12,8,clean
1,1,78,2,161,61,11,4,8,clean
2,1,6,2,161,848,23,7,3,clean
1,1,78,2,161,61,11,4,8,clean
3,3,9,4,161,52,6,12,1,clean
1,1,78,1,161,29,0,6,13,clean
1,1,1,1,161,43,11,1,1,clean
1,2,80,2,33,45,11,10,8,clean
1,3,1,1,25,45,11,1,1,clean
1,1,6,1,161,27,0,6,0,clean
1,1,8,2,161,61,11,9,0,clean
2,2,6,2,161,28,0,7,0,clean
1,3,9,1,120,40,1,9,0,clean
1,1,54,1,161,848,23,9,6,clean
1,2,11,1,47,948,25,11,0,clean
1,1,13,1,161,908,193,13,0,clean
1,1,8835,1,161,276,67,93,95,clean
1,1,3,1,161,840,23,3,0,clean
1,2,263,1,120,0,23,0,263,clean
1,3,1,1,30,888,23,1,1,clean
1,1,7,1,161,71,20,7,0,clean
2,1,990,2,161,481,130,16,23,clean
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
1,1,763,1,161,436,96,763,0,defective
2,1,38,2,161,839,23,28,18,clean
2,1,38,2,161,839,23,28,18,clean
1,1,7240,1,161,2927,921,181,40,clean
1,1,763,1,161,436,96,763,0,defective
1,1,30,1,161,909,193,6,5,clean
1,1,12,1,161,317,91,12,0,defective
3,2,15204,3,29,381,104,83,56,clean
1,1,12,1,161,317,91,12,0,defective
3,2,15204,3,29,383,104,84,53,clean
1,1,1258,1,161,434,109,37,34,clean
1,1,1258,1,161,434,109,37,34,clean
1,2,240,1,120,438,108,15,16,clean
1,1,185,2,161,89,32,37,5,clean
1,1,185,2,161,89,32,37,5,clean
1,1,16,1,161,91,36,16,1,clean
1,2,1219,1,16,97,39,53,23,clean
1,1,17420,1,161,594,156,268,65,defective
1,2,8,1,33,595,157,8,0,clean
4,4,80,4,25,630,170,17,14,clean
1,1,1,1,161,143,35,1,1,clean
2,1,547,2,33,74,3,273,273,clean
2,1,547,2,33,74,3,273,273,clean
1,1,2,1,33,315,81,2,0,clean
2,1,1240,2,33,623,151,19,35,defective
1,1,605,1,33,1057,245,55,11,clean
1,1,1,1,33,108,22,1,1,clean
1,2,4,1,120,108,22,2,2,clean
1,3,12,1,47,108,20,6,2,clean
1,1,4,1,33,124,28,4,0,clean
1,2,111,1,41,54,10,111,0,clean
1,1,65,1,33,427,100,5,13,clean
1,2,136,1,16,481,105,34,4,clean
1,1,1955,1,24,124,8,85,23,defective
1,1,1955,1,24,124,8,85,23,defective
1,1,1955,1,24,124,8,85,23,defective
1,1,1955,1,24,124,8,85,23,defective
1,1,1955,1,24,124,8,85,23,defective
1,1,1955,1,24,124,8,85,23,defective
1,1,1955,1,24,124,8,85,23,defective
1,1,1955,1,24,124,8,85,23,defective
1,1,4690,1,24,446,93,70,67,clean
1,1,1,2,24,975,186,1,0,clean
1,2,3,2,25,991,191,0,3,clean
1,3,1005,1,120,0,123,0,1005,clean
1,1,9,1,24,1520,376,9,1,clean
1,1,6,1,24,528,140,6,0,clean
1,1,6,1,24,528,140,6,0,clean
1,1,6,1,24,528,140,6,0,clean
1,1,6,1,24,528,140,6,0,clean
1,1,55,1,24,1007,180,11,5,clean
1,1,30,1,24,1312,249,5,6,clean
1,1,1,1,24,333,70,1,1,clean
2,2,6,2,21,45,0,4,2,clean
1,3,104,4,120,0,0,0,300,clean
1,4,24,1,41,179,12,2,12,clean
1,1,99,1,21,33,0,11,9,clean
1,2,60,1,50,198,52,6,10,clean
1,1,14,1,21,162,59,14,1,clean
1,2,2432,1,41,188,70,76,32,defective
1,1,30,1,21,282,71,10,3,defective
1,2,1,1,50,282,73,1,1,clean
1,1,880,1,21,524,134,44,20,clean
1,1,4,1,21,695,189,4,0,clean
2,2,16,2,120,684,188,10,14,clean
1,1,80,1,21,535,139,20,4,clean
1,1,28,1,21,627,169,7,4,clean
1,1,111,1,21,67,8,111,0,defective
1,1,270,1,21,595,146,18,15,clean
1,1,6,1,21,72,15,6,0,clean
1,2,28,1,25,72,15,7,4,clean
1,1,1,1,21,221,40,1,1,clean
1,2,388,2,120,0,40,0,304,clean
1,1,406,2,25,277,72,406,0,clean
1,1,552,1,25,870,214,24,23,clean
1,1,28,1,25,36,0,14,2,clean
2,2,20,2,25,53,14,53,1,clean
1,1,28,2,25,80,15,16,1,clean
1,1,28,2,25,80,15,16,1,clean
1,1,10,1,25,414,87,10,0,clean
1,1,3,2,25,991,191,0,3,clean
1,1,2,1,25,866,24,2,0,clean
1,1,17,1,25,118,25,17,0,clean
1,1,684,1,25,112,50,76,9,defective
1,1,684,1,25,112,50,76,9,defective
1,1,684,1,25,112,50,76,9,defective
1,1,1599,1,25,44,6,123,13,defective
2,2,34,2,25,603,149,16,10,clean
1,1,406,1,25,277,72,406,0,clean
1,1,262,8,120,0,72,0,201,clean
1,1,1333,1,120,0,72,0,1333,clean
1,1,179,2,120,0,72,0,235,clean
1,1,480,1,120,200,50,480,0,clean
2,1,400,2,120,360,220,10,695,clean
1,2,17024,1,41,721,216,133,128,clean
1,1,83,1,120,0,216,0,83,clean
1,1,179,2,120,0,216,0,235,clean
1,1,58,1,120,0,216,0,58,clean
1,1,4,1,120,496,126,2,2,clean
1,1,182,4,120,0,126,0,237,clean
1,1,710,1,120,0,126,0,710,clean
1,1,1371,1,120,0,126,0,1371,clean
1,1,182,5,120,0,126,0,269,clean
1,1,13516,2,120,0,126,0,7424,clean
1,1,13516,1,120,0,126,0,13516,clean
1,1,179,2,120,0,126,0,235,clean
1,1,13516,3,120,0,126,0,4837,clean
1,2,4,1,41,163,23,2,2,clean
1,1,620,1,120,958,216,62,10,defective
2,3,43,2,50,957,215,10,5,clean
1,1,13516,1,120,0,215,0,13516,clean
1,1,13516,1,120,0,215,0,13516,clean
1,1,13516,2,120,0,215,0,6905,clean
1,1,388,1,120,0,215,0,388,clean
1,1,374,1,120,0,215,0,374,clean
1,1,83,1,120,0,215,0,83,clean
1,1,179,2,120,0,215,0,235,clean
1,1,480,1,120,200,50,480,0,clean
1,1,480,1,120,200,50,480,0,clean
1,1,70,2,120,0,50,0,70,clean
1,1,291,1,120,0,50,0,291,clean
1,1,357,1,120,0,50,0,357,clean
1,1,480,1,120,200,50,480,0,clean
1,1,480,1,120,200,50,480,0,clean
1,1,480,1,120,200,50,480,0,clean
1,1,304,1,120,0,50,0,304,clean
1,1,480,1,120,200,50,480,0,clean
1,1,480,1,120,200,50,480,0,clean
1,1,480,1,120,200,50,480,0,clean
1,1,304,1,120,0,50,0,304,clean
1,1,710,1,120,0,50,0,710,clean
1,1,459,1,120,0,50,0,459,clean
1,1,480,1,120,200,50,480,0,clean
1,1,45,1,120,650,183,5,9,clean
2,1,16,2,120,684,188,10,14,clean
1,1,400,1,120,680,188,16,25,clean
1,2,15,1,47,657,182,3,5,clean
1,1,357,1,120,0,182,0,357,clean
1,1,204,1,120,0,182,0,204,clean
1,1,703,1,120,0,182,0,703,clean
1,1,703,1,120,0,182,0,703,clean
1,1,1333,1,120,0,182,0,1333,clean
1,1,90,1,120,0,182,0,90,clean
1,1,1371,1,120,0,182,0,1371,clean
1,1,1371,1,120,0,182,0,1371,clean
1,1,620,1,120,958,216,62,10,defective
1,2,16,1,50,957,215,4,4,clean
1,1,13516,1,120,0,215,0,13516,clean
1,1,4,1,120,510,123,4,0,clean
1,1,139,2,120,0,123,0,105,clean
1,1,273,1,120,0,123,0,273,clean
1,1,273,1,120,0,123,0,273,clean
1,1,13516,1,120,0,123,0,13516,clean
1,1,64,1,120,0,123,0,64,clean
3,1,9,3,120,40,1,5,0,clean
1,1,7,1,120,42,1,7,0,clean
1,1,7,2,120,91,18,13,0,clean
1,1,377,1,120,0,36,0,377,clean
1,1,922,1,120,0,36,0,922,clean
1,1,357,1,120,0,36,0,357,clean
1,1,703,1,120,0,36,0,703,clean
1,1,480,1,120,200,50,480,0,clean
1,1,703,1,120,0,50,0,703,clean
1,1,90,1,120,0,50,0,90,clean
1,1,14,1,120,1068,225,14,0,clean
1,1,263,1,120,0,225,0,263,clean
2,1,127,2,120,67,13,65,1,clean
1,2,4,1,47,69,13,4,1,clean
1,3,2040,1,29,708,180,120,17,clean
1,1,13516,1,120,0,180,0,13516,clean
1,1,841,1,120,1466,235,29,29,clean
1,1,841,1,120,1466,235,29,29,clean
1,1,132,1,120,0,235,0,132,clean
1,1,70,2,120,0,235,0,70,clean
1,1,1371,1,120,0,235,0,1371,clean
1,1,13516,1,120,0,235,0,13516,clean
1,1,263,1,120,0,235,0,263,clean
1,1,263,1,120,0,235,0,263,clean
1,1,304,1,120,0,235,0,304,clean
1,1,304,1,120,0,235,0,304,clean
1,1,400,1,120,680,188,16,25,clean
1,2,3268,1,30,658,183,38,86,clean
1,1,179,11,120,0,183,0,283,clean
1,1,108,1,120,819,163,6,18,clean
1,1,13516,1,120,0,163,0,13516,clean
1,1,480,1,120,200,50,480,0,clean
1,1,77,1,120,0,50,0,77,clean
1,1,480,1,120,200,50,480,0,clean
1,1,367,1,120,0,50,0,367,clean
1,1,13516,4,120,0,50,0,3535,clean
