@relation dataset_file

@attribute comm numeric
@attribute adev numeric
@attribute ddev numeric
@attribute exp numeric
@attribute oexp numeric
@attribute modd numeric
@attribute mods numeric
@attribute nloc numeric
@attribute cyco numeric
@attribute addl numeric
@attribute reml numeric
@attribute label {clean,defective}

@data
2,2,6,9,14,2,1700,183,59,3,6,clean
1,1,1,1,1,1,1692,11,0,1,0,clean
1,1,2,1,2,1,1520,11,0,1,1,clean
1,1,1,1,2,1,1520,290,56,1,1,clean
1,1,2,1,2,1,1700,290,56,1,1,clean
1,1,1,1,2,1,1520,89,5,1,1,clean
1,1,2,1,2,1,1700,89,5,1,1,clean
1,1,1,1,2,1,1520,37,5,1,1,clean
1,1,2,68,21,1,1700,44,5,17,4,clean
1,1,1,1,2,1,1520,37,6,1,1,clean
1,1,2,1,2,1,1700,37,6,1,1,clean
1,1,1,1,2,1,1520,4,0,1,1,clean
1,1,1,20,9,1,2188,160,34,5,4,clean
1,1,2,1,2,1,1520,160,34,1,1,clean
1,1,3,28,16,1,1700,171,35,14,2,clean
1,1,1,9,6,1,2188,303,45,3,3,clean
2,2,3,2,2,2,1520,303,45,2,1,clean
2,2,4,3,34,2,1700,306,45,17,0,clean
1,1,5,5,5,1,1355,312,45,5,0,clean
7,7,3,14,19,7,2188,232,46,8,2,clean
2,2,5,4,2,2,1692,231,53,2,1,defective
4,4,6,45,110,10,1454,231,53,6,5,clean
2,2,8,3,2,2,1520,242,56,7,0,clean
1,1,9,32,18,1,1700,243,57,16,2,clean
3,3,10,11,17,3,1355,247,57,5,0,clean
1,1,1,8,6,1,2188,109,20,4,2,clean
1,1,2,3,3,1,1454,106,20,0,3,clean
5,5,4,14,2,5,1520,110,21,14,6,clean
4,4,5,88,59,4,1355,126,26,10,4,clean
1,1,1,4,4,1,2188,193,32,2,2,clean
1,1,2,1,2,1,1454,193,32,1,1,clean
1,1,3,1,2,1,1520,193,32,1,1,clean
2,2,4,1,3,2,1700,193,32,1,0,clean
1,1,1,1,2,1,1520,15,0,1,1,clean
2,2,2,2,2,2,1520,4,0,1,1,clean
7,7,3,3,5,8,2188,268,60,2,2,clean
1,1,4,4,8,2,1692,271,61,0,4,clean
1,1,5,49,14,1,1454,261,52,7,7,clean
2,2,7,6,12,2,1700,281,64,7,1,clean
2,2,9,4,20,3,1355,283,64,5,2,clean
1,1,1,4,4,1,1454,92,0,2,2,clean
1,1,2,2960,798,7,1520,120,31,74,40,clean
1,1,1,25,10,1,1692,12,2,5,5,clean
1,1,1,130,46,2,1454,1,0,13,10,clean
1,1,1,5,24,4,2188,188,49,5,1,clean
1,1,1,4,4,1,2188,49,5,2,2,clean
1,1,1,2,2,1,1355,64,14,2,0,clean
6,6,1,6,27,6,2188,581,15,4,0,clean
2,2,2,2,6,2,1692,597,15,3,0,clean
5,5,4,1,3,5,1520,600,15,1,0,clean
2,2,5,2,3,2,1700,605,15,1,0,clean
3,3,6,1,8,3,1355,609,15,2,0,clean
1,1,1,41,41,1,2188,36,3,41,0,clean
9,9,4,23,662,9,1692,366,123,52,22,clean
3,3,6,10,20,3,1454,209,64,6,5,clean
4,4,7,4,28,4,1520,549,185,4,2,clean
2,2,9,288,110,2,1700,729,242,54,9,clean
4,4,12,450,44,4,1355,554,183,46,13,clean
1,1,1,3,4,1,1692,425,57,1,3,clean
1,1,2,1,2,1,1454,425,57,1,1,clean
3,3,1,25,36,3,2188,595,114,8,4,clean
1,1,2,1,2,1,1692,597,115,1,1,clean
2,2,4,7,2,2,1454,608,115,15,1,clean
2,2,1,2,7,2,2188,153,17,1,2,clean
2,2,2,25,11,2,1454,153,17,2,3,clean
1,1,3,32,18,1,1520,163,17,16,2,clean
1,1,4,1,2,1,1355,163,17,1,1,clean
7,7,2,2,236,7,2188,672,117,20,13,clean
6,6,6,15,4,6,1692,713,130,8,2,clean
6,6,9,8,2,6,1454,736,142,4,1,clean
1,1,10,3,4,1,1355,739,143,3,1,clean
2,2,1,2,4,2,1454,39,0,1,1,clean
1,1,2,5,5,1,1700,34,0,0,5,clean
9,9,1,56,152,9,2188,3127,569,8,8,clean
4,4,5,4,7,4,1692,3130,573,4,1,clean
5,5,9,5,9,5,1454,3153,579,6,1,clean
7,7,13,27,21,7,1700,3200,593,15,6,clean
3,3,14,3,16,3,1355,3214,595,3,2,clean
2,2,1,4,8,2,2188,3468,744,2,2,clean
3,3,2,196,31,3,1454,3467,744,5,5,clean
3,3,3,4,23,3,1520,3468,744,4,3,clean
6,6,1,1,52,6,2188,1683,340,4,4,clean
3,3,3,1,2,3,1454,1682,340,1,1,clean
3,3,4,30,26,3,1520,1679,339,3,5,clean
1,1,5,4,4,1,1355,1679,339,2,2,clean
3,3,1,81,23,3,2188,1201,204,3,4,clean
3,3,3,1,2,3,1692,1199,204,1,1,clean
3,3,5,115,5,3,1454,1205,207,19,16,clean
1,1,6,1,2,1,1520,1205,207,1,1,clean
1,1,7,1,2,1,1700,1205,207,1,1,clean
1,1,1,16,8,1,2188,127,16,4,4,clean
2,2,2,12,9,4,1692,428,95,5,3,clean
1,1,3,1,2,1,1520,428,95,1,1,clean
1,1,4,81,18,1,1355,428,95,9,9,clean
2,2,2,11,8,3,1692,206,37,3,3,clean
1,1,1,25,10,1,1692,35,4,5,5,clean
1,1,1,223,223,1,1692,155,15,223,0,clean
1,1,1,8,6,1,1454,116,44,4,2,clean
1,1,1,25,10,1,1692,105,35,5,5,clean
1,1,1,189,189,1,2188,38,2,0,189,clean
1,1,1,8,8,1,1692,140,24,8,0,clean
1,1,2,25,10,1,1355,140,24,5,5,clean
1,1,1,1,1,1,1692,42,8,1,0,clean
1,1,1,192,52,1,2188,349,57,48,4,clean
6,6,3,28,26,6,1692,22,11,12,3,clean
2,2,5,7,2,2,1520,44,22,29,0,clean
1,1,6,120,34,1,1700,80,39,30,4,clean
1,1,1,49,49,1,1454,0,0,49,0,clean
3,3,1,9,9,3,2188,2113,686,1,1,clean
3,3,2,3,11,3,1454,2110,686,0,3,clean
1,1,3,9,6,1,1520,2110,686,3,3,clean
4,4,5,4,6,4,1700,2110,686,2,1,clean
1,1,6,81,18,1,1355,2110,686,9,9,clean
1,1,1,16,8,1,2188,2127,726,4,4,clean
2,2,2,1,8,2,1692,2127,726,2,2,clean
1,1,3,2,2,1,1454,2126,726,0,2,clean
1,1,4,1,2,1,1520,2126,726,1,1,clean
2,2,5,1,4,2,1700,2126,726,1,1,clean
2,2,6,9,8,2,1355,2126,726,2,2,clean
18,18,9,5,25,18,2188,145,38,13,3,clean
9,9,15,12,15,9,1692,253,69,10,1,clean
10,10,22,13,13,10,1454,315,91,9,3,clean
22,22,28,41,32,22,1520,417,123,14,4,clean
18,18,37,10,16,18,1700,609,179,13,2,clean
4,4,41,3,5,4,1355,678,200,3,1,clean
3,3,2,8,10,3,2188,48,9,4,1,clean
3,3,5,27,7,3,1692,79,13,22,2,clean
4,4,8,2,2,4,1454,98,15,5,0,clean
1,1,9,21,10,1,1520,110,19,7,3,clean
2,2,11,4,8,2,1700,114,19,5,0,clean
2,2,13,2,5,2,1355,117,20,2,1,clean
3,3,1,1,6,3,2188,2878,918,0,1,clean
2,2,2,1,4,2,1692,2877,918,1,1,clean
3,3,3,1,10,3,1454,2874,918,0,2,clean
3,3,5,181,97,3,1520,2859,914,14,21,clean
2,2,7,27,5,2,1700,2851,905,5,9,clean
3,3,8,4,12,3,1355,2852,905,2,2,clean
1,1,1,25,10,1,1692,61,11,5,5,clean
1,1,1,25,10,1,1692,4,0,5,5,clean
1,1,1,1,1,1,2188,116,23,0,1,clean
1,1,2,1,2,1,1692,116,23,1,1,clean
2,2,3,231,34,2,1520,114,23,5,11,clean
1,1,1,1,2,1,2188,81,16,1,1,clean
1,1,1,1,2,1,1355,108,25,1,1,clean
1,1,1,26,15,1,2188,997,195,13,2,clean
1,1,2,11,11,1,1692,1006,198,11,0,clean
1,1,3,7,7,1,1454,1012,200,7,0,clean
1,1,4,84,19,1,1355,1011,204,7,12,clean
1,1,1,2,3,1,1454,94,11,2,1,clean
1,1,2,4,4,1,1355,94,11,2,2,clean
4,4,1,4,28,4,2188,1298,275,3,3,clean
3,3,3,37,20,3,1692,1305,275,11,4,clean
3,3,5,1,4,3,1454,1311,275,1,1,clean
1,1,6,660,53,1,1520,1314,277,33,20,clean
6,6,8,13,101,6,1700,1326,279,12,9,clean
1,1,9,4,4,1,1355,1320,279,2,2,clean
5,5,1,1458,320,5,2188,1435,368,44,20,clean
3,3,2,45,24,3,1692,1464,370,4,4,clean
2,2,3,1,8,2,1454,1464,370,2,2,clean
3,3,5,3,4,3,1520,1464,370,2,1,clean
4,4,6,9660,223,4,1700,1471,370,32,23,clean
1,1,7,1,2,1,1355,1471,370,1,1,clean
3,3,1,324,41,3,2188,951,172,6,7,clean
1,1,2,4,4,1,1692,949,172,2,2,clean
9,9,5,196,12,9,1454,961,193,44,44,clean
1,1,6,1,2,1,1520,937,198,1,1,clean
2,2,7,1,3,2,1700,936,198,0,1,clean
2,2,9,7,5,2,1355,936,198,2,3,clean
2,2,1,44,32,2,1692,163,21,3,13,clean
2,2,3,2,2,2,1454,163,21,1,1,clean
1,1,4,1,2,1,1355,162,21,1,1,clean
20,20,5,29,19,20,2188,2556,569,17,16,clean
10,10,10,5,4,10,1692,2585,578,10,7,clean
18,18,15,7,4,18,1454,2603,585,14,12,clean
24,24,20,14,6,24,1520,2676,601,12,5,clean
26,26,26,68,17,26,1700,2824,635,12,4,clean
11,11,31,11,16,11,1355,2875,640,5,5,clean
11,11,2,345,405,11,2188,3234,636,21,16,clean
18,18,6,19,22,18,1692,3335,656,12,4,clean
12,12,10,12,12,12,1454,3395,664,13,7,clean
9,9,13,1,13,9,1520,3430,672,2,1,clean
12,12,14,15,410,12,1700,3448,661,21,13,clean
9,9,17,3,2,9,1355,3516,665,5,3,clean
1,1,1,3,4,1,2188,721,158,3,1,clean
1,1,2,1,2,1,1692,721,158,1,1,clean
2,2,3,4,8,2,1700,721,158,2,2,clean
2,2,5,28,2,2,1355,730,158,18,12,clean
3,3,1,49,26,3,2188,267,60,3,5,clean
2,2,3,2,2,2,1692,264,60,2,1,clean
2,2,4,36,17,2,1454,262,60,3,5,clean
1,1,5,16,8,1,1700,260,60,4,4,clean
1,1,6,1,2,1,1355,260,60,1,1,clean
7,7,1,3,43,7,2188,177,0,4,1,clean
4,4,2,1,10,4,1692,185,0,1,1,clean
1,1,3,3,4,1,1454,187,0,3,1,clean
3,3,4,4,7,3,1520,189,0,2,0,clean
2,2,5,9,9,2,1700,188,0,1,3,clean
2,2,1,1,5,2,2188,340,59,0,2,clean
6,6,3,69,1,6,2188,370,7,14,13,clean
2,2,4,4,8,2,1692,371,8,2,2,clean
3,3,6,4,5,3,1454,371,8,2,2,clean
1,1,7,4,4,1,1520,372,8,2,2,clean
4,4,9,1,9,4,1700,375,8,2,1,clean
1,1,10,1,1,1,1355,375,8,0,1,clean
1,1,1,1,2,1,2188,373,78,1,1,clean
4,4,2,6,43,4,1692,377,80,6,4,clean
1,1,3,1,2,1,1520,378,81,1,1,clean
1,1,4,8,8,1,1700,384,82,8,0,clean
3,3,2,4,16,3,2188,785,113,4,3,clean
1,1,3,16,8,1,1692,787,113,4,4,clean
4,4,4,3,25,4,1454,784,113,2,3,clean
2,2,5,45,22,2,1700,793,114,8,2,clean
8,8,3,5,12,8,2188,2163,598,2,1,clean
5,5,5,30,9,5,1692,2166,599,8,6,clean
6,6,8,1,7,6,1454,2169,599,1,1,clean
1,1,9,36,12,1,1520,2169,600,6,6,clean
2,2,10,16,10,2,1700,2169,600,2,2,clean
1,1,11,190,29,1,1355,2179,600,19,10,clean
2,2,1,1,4,2,2188,505,86,1,1,clean
5,5,2,608,261,5,1520,531,94,33,19,clean
1,1,3,5,5,1,1700,552,105,0,5,clean
2,2,1,16,10,2,2188,179,30,2,3,clean
4,4,2,12,28,4,1454,176,30,3,3,clean
1,1,3,1,2,1,1520,176,30,1,1,clean
1,1,4,9,6,1,1355,176,30,3,3,clean
1,1,1,5,5,1,2188,64,8,0,5,clean
1,1,2,12,8,1,1692,66,8,6,2,clean
2,2,3,28,33,2,1520,76,13,14,2,clean
2,2,4,15,18,2,1700,76,13,5,3,clean
13,13,1,300,231,13,2188,1156,281,11,6,clean
7,7,4,40,6,7,1692,1179,285,17,14,clean
4,4,6,10,24,4,1454,1190,289,5,3,clean
1,1,7,60,16,1,1520,1187,290,6,10,clean
6,6,8,150,210,6,1700,1239,303,26,8,clean
4,4,9,99,37,4,1355,1262,303,5,3,clean
6,6,3,10,35,6,2188,863,158,4,3,clean
4,4,6,10,62,4,1692,867,158,9,8,clean
3,3,8,1,2,3,1454,871,159,1,1,clean
3,3,9,2,129,4,1700,881,164,28,3,clean
6,6,12,21,2,6,1355,912,170,11,5,clean
1,1,1,1,1,1,2188,145,36,0,1,clean
1,1,2,7,7,1,1692,151,38,7,0,clean
1,1,1,49,14,1,1355,570,120,7,7,clean
1,1,1,1,2,1,2188,167,22,1,1,clean
1,1,1,1,2,1,2188,544,142,1,1,clean
1,1,2,24,24,1,1454,565,148,24,0,clean
1,1,3,4,4,1,1700,565,148,2,2,clean
2,2,1,36,20,2,2188,1091,196,5,5,clean
2,2,2,4,7,2,1454,1091,196,1,2,clean
1,1,3,1,2,1,1355,1092,196,1,1,clean
1,1,1,81,18,1,2188,562,107,9,9,clean
4,4,2,6,14,4,2188,1803,498,32,32,clean
2,2,3,36,18,2,1700,1803,498,4,4,clean
1,1,4,72,17,1,1355,1802,499,9,8,clean
1,1,1,1,2,1,2188,126,10,1,1,clean
1,1,2,1,2,1,1700,126,10,1,1,clean
2,2,2,8,2,2,2188,812,134,5,2,clean
1,1,1,8,8,1,2188,56,6,0,8,clean
1,1,1,36,12,1,2188,374,73,6,6,clean
1,1,1,1,2,1,2188,125,23,1,1,clean
1,1,1,3,6,2,1692,379,61,3,0,clean
1,1,2,36,12,1,1454,379,61,6,6,clean
1,1,1,6,5,1,1454,77,7,3,2,defective
1,1,1,3,6,2,1692,88,14,3,0,clean
1,1,2,6,5,1,1454,89,14,3,2,clean
1,1,1,3,9,3,1692,13,0,3,0,clean
1,1,2,6,5,1,1454,14,0,3,2,defective
1,1,1,196,28,1,2188,154,25,14,14,clean
1,1,1,35,12,1,2188,152,35,5,7,clean
1,1,1,1,1,1,1692,24,5,1,0,clean
2,2,1,4,5,2,2188,567,138,1,1,clean
1,1,2,1,2,1,1355,567,138,1,1,clean
3,3,1,1,20,3,1520,81,12,3,3,clean
2,2,2,1,2,2,1700,83,12,0,0,clean
1,1,3,22,13,1,1355,75,11,2,11,clean
2,2,1,4,9,2,2188,534,107,1,3,clean
1,1,2,1,2,1,1692,533,107,1,1,clean
1,1,3,35,12,1,1700,534,107,7,5,clean
1,1,1,289,34,1,2188,593,121,17,17,clean
2,2,1,9,8,2,2188,403,99,2,2,clean
1,1,2,1,1,1,1454,402,99,0,1,clean
3,3,3,26,33,3,1520,423,105,10,1,clean
1,1,4,1,2,1,1355,424,105,1,1,clean
2,2,1,1,7,2,2188,481,92,0,3,clean
1,1,2,5,5,1,1692,477,91,0,5,clean
2,2,3,16,38,2,1355,488,95,13,5,clean
3,3,1,2,25,3,2188,917,201,5,2,clean
2,2,2,2,6,2,1692,922,202,1,1,clean
4,4,4,3,95,4,1355,923,202,14,10,clean
1,1,1,12,12,1,1454,0,0,0,12,clean
1,1,1,1,2,1,2188,41,8,1,1,clean
2,2,1,1424,9976,8,1454,313,0,1246,0,clean
4,4,3,2,4,4,2188,161,0,1,1,clean
1,1,4,4,4,1,1692,161,0,2,2,clean
1,1,5,5,5,1,1454,164,0,5,0,clean
1,1,6,1,2,1,1520,164,0,1,1,clean
3,3,8,1,8,3,1355,167,0,3,0,clean
7,7,5,2,36,7,2188,216,0,2,5,clean
6,6,8,1,29,6,1692,198,0,2,4,clean
3,3,11,1,2,3,1454,190,0,2,0,clean
3,3,13,1,4,3,1520,192,0,1,1,clean
3,3,15,3,8,3,1355,197,0,3,0,clean
4,4,3,1,4,4,2188,158,0,1,1,clean
1,1,4,4,4,1,1692,158,0,2,2,clean
3,3,7,1,5,3,1454,160,0,2,0,clean
3,3,9,2,11,3,1520,160,0,2,2,clean
3,3,11,1,8,3,1355,164,0,3,0,clean
7,7,5,2,29,7,2188,217,0,2,4,clean
4,4,8,1,29,4,1692,197,0,3,6,clean
3,3,11,1,2,3,1454,192,0,2,0,clean
3,3,13,1,4,3,1520,194,0,1,1,clean
3,3,15,3,8,3,1355,199,0,3,0,clean
1,1,1,71,142,2,1520,19,3,71,0,clean
1,1,1,127,508,4,1520,25,4,127,0,clean
1,1,1,22,13,1,2188,284,51,11,2,clean
1,1,2,36,12,1,1700,284,51,6,6,clean
2,2,3,2,90,2,1355,284,52,23,22,clean
2,2,1,1,4,2,2188,86,11,1,1,clean
1,1,2,90,19,1,1355,86,11,9,10,clean
1,1,1,8,18,2,1692,71,14,8,1,clean
1,1,2,25,10,1,1520,71,14,5,5,clean
2,2,3,13,42,2,1355,81,14,14,6,clean
1,1,1,9,6,1,2188,174,38,3,3,clean
1,1,2,7,7,1,1692,179,39,7,0,clean
1,1,3,4,16,4,1355,179,39,2,2,clean
4,4,2,1,3,4,2188,271,0,4,3,clean
7,7,4,1,9,7,1692,277,0,2,0,clean
5,5,7,2,8,6,1454,285,0,2,0,clean
7,7,9,1,1,7,1700,291,0,3,0,clean
8,8,13,1,2,8,1355,304,0,1,0,clean
2,2,1,1,4,2,2188,765,65,1,1,clean
1,1,2,1,2,1,1692,765,65,1,1,clean
1,1,3,130,23,1,1700,765,65,13,10,clean
1,1,1,5,5,1,2188,258,55,0,5,clean
1,1,2,18,19,1,1692,273,60,18,1,clean
2,2,3,49,18,2,1454,271,60,3,5,clean
3,3,5,8,43,3,1520,269,60,7,8,clean
1,1,6,1,2,1,1355,269,60,1,1,clean
2,2,1,81,20,2,2188,628,178,4,5,clean
1,1,2,8,6,1,1692,626,177,2,4,defective
1,1,3,1,2,1,1454,626,177,1,1,clean
1,1,4,9139,284,1,1700,792,219,247,37,defective
1,1,1,21,21,1,1700,20,0,21,0,clean
6,6,1,1120,122,6,2188,2327,780,11,9,clean
8,8,3,4,22,8,1692,2359,788,9,2,clean
7,7,7,9,34,7,1454,2404,802,11,2,clean
13,13,13,9,4,13,1520,2435,809,5,4,clean
28,28,18,66,321,28,1700,2453,812,12,9,defective
5,5,21,4,8,5,1355,2491,821,3,1,defective
1,1,1,6,5,1,1692,38,0,3,2,clean
1,1,2,3,3,1,1520,37,0,0,3,clean
2,2,3,1,12,2,1700,35,0,1,4,clean
1,1,1,4,4,1,2188,42,0,2,2,clean
5,5,4,69,8,6,1692,213,0,51,47,clean
4,4,7,22,7,4,1454,249,0,6,2,clean
2,2,8,12,21,2,1520,251,0,8,2,clean
1,1,9,1,1,1,1355,252,0,1,0,clean
9,9,2,2,90,9,2188,718,158,6,3,clean
3,3,5,7,2,3,1692,722,160,3,2,clean
9,9,9,10,2,9,1454,744,163,8,4,clean
12,12,13,5,4,12,1520,753,166,3,2,clean
8,8,18,1,4,8,1700,750,165,1,1,clean
6,6,20,39,152,6,1355,766,168,21,12,clean
1,1,1,4,4,1,1355,7,0,2,2,clean
3,3,1,1,10,3,2188,273,54,1,1,clean
1,1,2,1,2,1,1692,273,54,1,1,clean
1,1,3,1,1,1,1454,272,54,0,1,clean
1,1,4,1,1,1,1355,271,54,0,1,clean
4,4,1,1,19,4,2188,311,56,2,2,defective
4,4,5,3,1,4,1692,314,58,3,0,clean
7,7,9,6,7,7,1454,323,59,3,2,clean
5,5,12,2,7,5,1520,324,60,1,0,clean
10,10,16,4,2,10,1700,329,60,3,2,clean
10,10,19,2,25,10,1355,336,60,2,1,defective
2,2,1,361,43,2,2188,410,116,9,12,clean
2,2,3,17,2,2,1454,407,116,7,6,clean
1,1,4,84,19,1,1700,408,117,12,7,clean
2,2,1,25,12,2,2188,1150,358,2,3,clean
7,7,4,21,103,7,1692,1172,367,16,8,clean
3,3,6,2,1,3,1454,1190,375,2,1,clean
3,3,8,31,4,3,1520,1221,381,38,13,clean
5,5,10,35,10,6,1700,1241,385,5,3,clean
9,9,13,46,13,9,1355,1322,404,21,7,clean
2,2,1,2,4,2,1692,51,0,1,0,clean
1,1,2,2,3,1,1700,52,0,2,1,clean
4,4,4,6,2,4,1355,60,0,5,2,clean
25,25,7,3,3,25,2188,3408,635,5,4,defective
16,16,12,50,11,16,1692,3464,645,15,6,clean
23,23,18,33,3,23,1454,3596,670,26,19,defective
14,14,21,22,48,14,1520,3728,699,12,3,clean
21,21,26,8,39,21,1700,3812,709,9,4,clean
21,21,31,3,19,21,1355,3899,718,18,10,clean
6,6,1,2862,169,6,2188,957,239,17,11,clean
4,4,2,110,67,4,1454,985,247,11,5,clean
1,1,3,2,3,1,1520,990,249,2,1,clean
5,5,5,15,50,6,1700,1008,252,12,2,clean
6,6,8,245,64,9,1355,1197,298,97,18,clean
14,14,3,22,691,14,1700,428,89,48,5,clean
3,3,5,5,12,3,1355,454,94,3,2,clean
3,3,1,1035,84,3,2188,279,62,19,8,clean
2,2,2,1,37,2,1692,290,65,16,2,clean
1,1,3,1,1,1,1454,297,67,0,1,clean
1,1,4,1,2,1,1520,297,67,1,1,clean
1,1,5,30,11,1,1700,297,67,6,5,clean
5,5,7,61,62,5,1355,321,74,13,3,clean
2,2,1,49,15,2,2188,10,0,4,3,clean
2,2,1,4,7,2,2188,165,0,1,2,clean
3,3,4,1,1,3,1692,169,0,3,0,clean
3,3,7,5,18,3,1454,174,0,7,1,clean
3,3,9,1,2,3,1520,177,0,3,2,clean
5,5,11,8,34,5,1700,178,0,6,6,clean
1,1,12,1,1,1,1355,186,0,1,0,clean
10,10,2,6,37,12,2188,970,208,9,2,clean
3,3,4,3,8,3,1692,994,217,2,1,clean
4,4,7,46,20,4,1454,1013,222,11,3,clean
3,3,10,4,3,3,1520,1021,225,3,2,clean
11,11,13,22,182,11,1700,1050,234,16,13,defective
8,8,16,5,27,8,1355,1060,232,6,0,clean
3,3,3,3,5,3,1454,27,0,3,0,clean
3,3,4,1,11,3,1700,28,0,1,2,clean
1,1,1,1,1,1,2188,314,74,0,1,clean
1,1,2,2,3,1,1692,314,74,2,1,clean
2,2,3,1,5,2,1454,313,74,0,2,clean
1,1,4,48,14,1,1520,310,72,6,8,clean
1,1,5,4,4,1,1700,310,72,2,2,clean
1,1,6,2,2,1,1355,312,72,2,0,clean
1,1,1,4,4,1,2188,30,0,4,0,clean
2,2,2,7,8,2,1700,35,0,4,0,clean
1,1,1,1,2,1,2188,1501,255,1,1,clean
7,7,3,23,44,7,1692,1538,259,12,2,clean
3,3,4,1,16,3,1520,1552,261,2,2,clean
4,4,5,5,32,4,1700,1556,261,4,4,clean
2,2,6,9,27,2,1355,1560,261,10,3,clean
1,1,1,36,12,1,2188,135,32,6,6,defective
1,1,2,2,3,1,1692,134,32,1,2,clean
3,3,4,2,1,3,1454,137,33,3,0,clean
1,1,5,5,6,1,1520,142,34,5,1,clean
2,2,7,1,2,2,1700,142,34,1,1,clean
1,1,1,1,2,1,2188,151,27,1,1,clean
1,1,2,1,2,1,1692,151,27,1,1,clean
1,1,3,3,4,1,1454,151,27,3,1,clean
1,1,4,1,2,1,1520,151,27,1,1,clean
3,3,6,650,352,6,1700,177,31,43,21,clean
4,4,2,51,36,5,2188,1202,285,8,4,clean
3,3,5,3,7,3,1692,1206,286,2,2,clean
4,4,6,1,10,4,1454,1204,286,0,1,clean
2,2,8,24,14,2,1520,1212,289,8,3,clean
3,3,10,202,2040,8,1700,1244,293,146,115,clean
5,5,12,2,38,8,1355,1260,296,2,2,clean
10,10,3,6,10,11,2188,2589,761,2,2,defective
5,5,7,4,3,5,1692,2625,771,37,9,clean
5,5,11,2,2,6,1454,2694,784,1,1,clean
9,9,14,4,5,9,1520,2709,791,6,1,defective
9,9,18,72,9,10,1700,2762,803,10,3,defective
9,9,22,42,72,10,1355,2848,830,26,16,clean
1,1,1,1,2,1,2188,291,46,1,1,clean
1,1,2,9,6,1,1520,291,46,3,3,defective
2,2,4,64,132,2,1700,300,47,39,27,clean
1,1,5,1,2,1,1355,310,49,1,1,clean
1,1,1,9,6,1,2188,39,10,3,3,clean
1,1,2,2,2,1,1454,38,10,0,2,clean
2,2,4,29,30,2,1700,42,11,9,7,clean
1,1,5,6,6,1,1355,46,11,6,0,clean
1,1,1,1,2,1,2188,40,8,1,1,clean
1,1,1,1225,70,1,2188,207,47,35,35,clean
1,1,2,676,52,1,1355,207,47,26,26,clean
1,1,1,1,2,1,2188,566,122,1,1,clean
1,1,2,49,14,1,1454,566,122,7,7,clean
2,2,3,84,83,2,1355,565,122,20,21,clean
1,1,1,4,5,1,2188,25,6,4,1,clean
1,1,2,4,4,1,1355,25,6,2,2,clean
1,1,1,1,2,1,2188,14,2,1,1,clean
1,1,2,1,2,1,1355,14,2,1,1,clean
1,1,1,75,28,1,2188,316,0,25,3,clean
6,6,2,3,6,6,2188,3222,876,3,3,clean
3,3,3,9,10,3,1454,3220,877,1,2,clean
3,3,5,54,14,3,1700,3220,866,10,10,clean
1,1,6,4,4,1,1355,3222,861,2,2,clean
1,1,1,1,1,1,1700,82,0,0,1,clean
8,8,21,4,4,8,2451,102,26,3,3,clean
8,8,25,1,1,8,1928,156,41,4,3,clean
1,1,2,1,1,1,2451,20,0,1,0,clean
1,1,1,4,4,1,2451,12,0,0,4,clean
1,1,2,4,4,1,1928,16,0,4,0,clean
1,1,2,29,29,1,2451,0,0,0,29,clean
1,1,1,110,220,2,1928,62,0,110,0,clean
2,2,1,162,164,2,1928,106,9,81,0,clean
1,1,1,61,61,1,1928,23,0,61,0,clean
2,2,1,355,357,2,1928,239,43,178,0,clean
1,1,1,65,65,1,1928,21,0,65,0,clean
1,1,1,379,379,1,1928,264,47,379,0,clean
1,1,1,93,93,1,1928,43,1,93,0,clean
3,3,2,24,1214,4,1928,438,95,302,1,clean
1,1,1,112,112,1,1928,62,0,112,0,clean
1,1,1,290,290,1,1928,197,36,290,0,clean
1,1,1,66,66,1,1928,30,0,66,0,clean
2,2,1,1213,1219,2,1928,884,167,608,1,clean
1,1,1,152,152,1,1928,80,0,152,0,clean
2,2,1,367,369,2,1928,251,48,184,0,clean
1,1,1,63,63,1,1928,23,0,63,0,clean
1,1,1,238,238,1,1928,156,21,238,0,clean
1,1,1,169,169,1,1928,95,4,169,0,clean
3,3,2,14,200,3,1928,127,15,66,0,clean
1,1,1,70,70,1,1928,28,0,70,0,clean
2,2,1,152,154,2,1928,92,18,76,0,clean
1,1,1,73,73,1,1928,31,2,73,0,clean
1,1,1,437,437,1,1928,272,40,437,0,clean
3,3,1,125,268,4,1928,67,10,66,0,clean
3,3,3,5,2,3,1928,71,5,44,0,clean
2,2,5,4,9,2,2451,537,117,1,3,clean
1,1,6,1,2,1,1928,536,117,1,1,clean
1,1,6,1024,64,1,1928,216,47,32,32,clean
6,6,17,33,100,6,2451,1027,174,13,4,clean
7,7,21,4,2,7,1928,1044,177,4,3,clean
2,2,5,10,12,2,1928,72,0,6,0,clean
3,3,9,4,2,3,1928,158,5,7,0,clean
2,2,5,1,3,2,2451,827,159,1,0,clean
6,6,7,16,291,6,1928,999,183,46,2,clean
1,1,11,3,3,1,2451,903,254,3,0,clean
15,15,16,20,45,15,1928,943,261,11,8,clean
2,2,6,16,42,2,2451,302,88,13,8,clean
1,1,7,4,4,1,1928,302,88,2,2,clean
1,1,4,1,2,1,2451,44,9,1,1,clean
1,1,1,4,4,1,1928,32,4,2,2,clean
3,3,2,58,2282,4,1928,820,148,570,0,clean
2,2,2,1,2,2,2451,10,3,0,0,clean
1,1,2,1,0,1,2451,0,0,0,0,clean
