@relation dataset_evaluation_feat_message-weka.filters.supervised.instance.SMOTE-C0-K5-P300.0-S1

@attribute revi numeric
@attribute refa numeric
@attribute bugf numeric
@attribute auth numeric
@attribute addl numeric
@attribute addm numeric
@attribute adda numeric
@attribute reml numeric
@attribute remm numeric
@attribute rema numeric
@attribute cchl numeric
@attribute cchm numeric
@attribute ccha numeric
@attribute maxc numeric
@attribute avgc numeric
@attribute aage numeric
@attribute wage numeric
@attribute label {clean,defective}

@data
3,0,1,1,12,6,4,12,6,4,0,1,0,4,3,6.31,6.31,clean
1,0,0,1,1,1,1,1,1,1,0,0,0,5,5,2.85,2.85,clean
1,0,0,1,1,1,1,1,1,1,0,0,0,5,5,2.85,2.85,clean
1,0,0,1,1,1,1,1,1,1,0,0,0,5,5,2.85,2.85,clean
1,0,1,1,1,1,1,1,1,1,0,0,0,4,4,0,1,clean
1,0,0,1,10,5,5,4,2,2,6,3,3,17,17,3.33,3.33,clean
1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,8.29,8.29,clean
1,0,0,1,42,42,42,4,4,4,38,38,38,1,1,4.93,4.93,clean
1,0,0,1,0,0,0,59,59,59,-59,-59,-59,1,1,6.19,6.19,clean
1,1,0,1,6,6,6,6,6,6,0,0,0,3,3,1.57,1.57,clean
4,0,0,1,107,72,27,109,51,27,-2,30,0,2,2,6.29,6.29,clean
2,0,0,1,11,10,6,7,7,4,4,3,2,2,2,5.86,5.86,clean
2,0,0,1,2,2,1,1,1,0,1,2,0,2,2,6.29,6.29,clean
1,0,0,1,59,59,59,17,17,17,42,42,42,1,1,6.71,6.71,defective
1,0,0,1,32,32,32,32,32,32,0,0,0,7,7,4.67,4.67,defective
1,0,0,1,8,8,8,0,0,0,8,8,8,1,1,8,8,clean
1,0,0,1,20,20,20,0,0,0,20,20,20,1,1,5.14,5.14,clean
2,0,0,1,19,7,10,5,4,2,14,11,7,9,7,4.77,4.77,clean
2,0,0,1,14,2,7,2,1,1,12,11,6,9,7,5.53,5.53,clean
1,0,0,1,274,137,137,0,0,0,274,137,137,3,3,3.71,3.71,clean
2,0,0,1,36,7,18,6,5,3,30,28,15,9,7,5.27,5.27,clean
2,0,0,1,18,6,9,4,3,2,14,11,7,9,7,5.27,5.27,clean
1,0,0,1,12,12,12,1,1,1,11,11,11,5,5,6.49,6.49,clean
2,0,0,2,5,3,2,2,2,1,3,2,2,9,6,3.67,3.67,clean
2,0,0,1,8,6,4,0,0,0,8,6,4,1,1,3.63,3.63,clean
1,0,0,1,1005,1005,1005,172,172,172,833,833,833,3,3,5.19,5.19,defective
1,0,1,1,23,23,23,13,13,13,10,10,10,1,1,9,9,clean
1,0,0,1,7,7,7,12,12,12,-5,-5,-5,29,29,1,1,clean
1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,3.9,3.9,clean
1,0,0,1,0,0,0,10,10,10,-10,-10,-10,2,2,8,8,clean
4,0,0,3,1311,82,218,874,81,146,437,145,73,2,2,5.62,5.62,clean
1,1,0,1,3,3,3,3,3,3,0,0,0,3,3,1.57,1.57,clean
2,0,0,1,60,8,30,0,0,0,60,52,30,9,6,1.86,1.86,clean
2,0,0,1,5,4,2,5,4,2,0,3,0,1,1,4.89,4.89,clean
1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0.14,0.14,clean
1,0,0,1,9,9,9,7,7,7,2,2,2,29,29,1,1,clean
1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,4.1,4.1,clean
1,0,1,1,8,8,8,8,8,8,0,0,0,1,1,6.38,6.38,clean
2,0,0,2,148,40,74,19,19,10,129,108,64,3,2,4.4,4.4,clean
1,0,0,1,2,2,2,2,2,2,0,0,0,1,1,6.78,6.78,clean
2,0,0,1,73,71,36,0,0,0,73,71,36,2,2,6.5,6.5,clean
1,0,0,1,31,31,31,0,0,0,31,31,31,1,1,2,2,clean
2,0,0,1,73,71,36,0,0,0,73,71,36,2,2,6.5,6.5,clean
1,0,1,1,1,1,1,5,5,5,-4,-4,-4,1,1,4.48,4.48,clean
1,0,0,1,11,11,11,0,0,0,11,11,11,1,1,4.21,4.21,clean
1,0,0,1,1,1,1,4,4,4,-3,-3,-3,17,17,0,1,clean
1,0,0,1,23,23,23,6,6,6,17,17,17,1,1,2.86,2.86,clean
1,0,0,1,2,2,2,2,2,2,0,0,0,1,1,6.29,6.29,clean
1,0,0,1,3,3,3,3,3,3,0,0,0,1,1,3.46,3.46,clean
1,0,0,1,16,16,16,0,0,0,16,16,16,1,1,5,5,clean
1,0,0,1,92,92,92,0,0,0,92,92,92,2,2,2.09,2.09,clean
1,0,1,1,44,44,44,8,8,8,36,36,36,2,2,3.28,3.28,clean
1,0,1,1,40,40,40,15,15,15,25,25,25,2,2,8.43,8.43,clean
3,0,2,1,4,2,1,4,2,1,0,0,0,2,2,4.57,4.57,clean
1,0,0,1,203,203,203,36,36,36,167,167,167,29,29,1,1,clean
1,0,0,1,80,40,40,2,1,1,78,39,39,29,29,1,1,clean
1,0,0,1,3,3,3,0,0,0,3,3,3,2,2,5.93,5.93,clean
1,0,0,1,83,83,83,0,0,0,83,83,83,1,1,5.97,5.97,defective
3,0,0,1,7,5,2,7,5,2,0,0,0,1,1,3.79,3.79,clean
3,0,0,1,238,9,40,3,1,0,235,73,39,3,2,7.79,7.79,clean
1,0,0,1,22,22,22,1,1,1,21,21,21,1,1,7.43,7.43,clean
2,0,0,1,101,44,34,9,9,3,92,44,31,5,3,0.67,0.67,clean
1,0,0,1,1222,611,611,0,0,0,1222,611,611,2,2,6.47,6.47,defective
1,0,1,1,14,7,7,0,0,0,14,7,7,2,2,2.96,2.96,clean
1,0,0,1,7,7,7,1,1,1,6,6,6,1,1,0.5,0.5,clean
1,0,1,1,1,1,1,1,1,1,0,0,0,4,4,0,1,clean
1,0,0,1,13,13,13,0,0,0,13,13,13,2,2,0,1,clean
1,0,0,1,55,55,55,1,1,1,54,54,54,1,1,6,6,defective
1,0,0,1,296,74,74,160,40,40,136,34,34,29,29,1,1,clean
2,0,0,1,5,3,2,1,1,0,4,3,2,1,1,6.07,6.07,clean
1,0,0,1,9,9,9,7,7,7,2,2,2,1,1,5.29,5.29,clean
1,0,1,1,142,71,71,0,0,0,142,71,71,5,5,1,1,clean
1,0,1,1,381,127,127,0,0,0,381,127,127,5,5,1,1,clean
1,0,1,1,101,101,101,19,19,19,82,82,82,1,1,5.19,5.19,clean
1,0,0,1,6,6,6,6,6,6,0,0,0,1,1,4.29,4.29,clean
1,0,1,1,12,12,12,2,2,2,10,10,10,1,1,2.35,2.35,clean
1,0,0,1,5,5,5,0,0,0,5,5,5,35,35,3.43,3.43,clean
5,0,0,1,119,8,17,204,79,29,-85,39,-12,4,2,8.83,8.83,clean
2,0,0,1,148,2,74,0,0,0,148,146,74,21,14,8.61,8.61,clean
1,0,0,1,44,44,44,0,0,0,44,44,44,6,6,5.79,5.79,clean
2,0,0,2,3,3,2,2,2,1,1,3,0,4,2,3.91,3.91,clean
2,0,0,1,49,5,24,0,0,0,49,44,24,6,4,7.04,7.04,clean
1,0,0,1,8,8,8,0,0,0,8,8,8,35,35,1.9,1.9,clean
2,0,0,2,7,7,4,9,9,4,-2,7,-1,6,5,5.14,5.14,clean
1,0,0,1,3,3,3,0,0,0,3,3,3,1,1,7.56,7.56,clean
1,0,0,1,14,14,14,12,12,12,2,2,2,2,2,3.14,3.14,clean
1,0,0,1,21,21,21,0,0,0,21,21,21,35,35,4.43,4.43,clean
1,0,0,1,3,3,3,1,1,1,2,2,2,1,1,1.91,1.91,clean
2,0,0,2,12,11,6,8,7,4,4,4,2,35,18,2.43,2.43,clean
1,0,0,1,8,8,8,5,5,5,3,3,3,35,35,2.53,2.53,clean
1,0,0,1,8,8,8,5,5,5,3,3,3,35,35,2.95,2.95,clean
1,0,0,1,13,13,13,12,12,12,1,1,1,1,1,3.05,3.05,clean
1,0,0,1,105,105,105,105,105,105,0,0,0,7,7,3.79,3.79,clean
1,0,1,1,28,28,28,1,1,1,27,27,27,1,1,4.5,4.5,clean
2,0,0,1,38,38,19,268,251,134,-230,21,-115,5,4,1.49,1.49,clean
3,0,1,1,20,3,7,112,94,37,-92,2,-31,5,3,1.49,1.49,clean
1,0,0,1,6,6,6,0,0,0,6,6,6,2,2,3.71,3.71,clean
1,0,1,1,8,8,8,5,5,5,3,3,3,2,2,4,4,clean
2,0,1,2,32,4,11,0,0,0,32,24,11,5,4,6.79,6.79,clean
2,0,0,1,724,4,181,14,7,4,710,358,178,4,3,3.6,3.6,clean
1,0,0,1,830,415,415,0,0,0,830,415,415,2,2,0.86,0.86,defective
3,0,0,2,1738,577,348,607,4,121,1131,377,226,6,3,3.7,3.7,clean
1,0,0,1,138,46,46,21,7,7,117,39,39,6,6,4.95,4.95,clean
2,0,0,1,1,1,0,3,3,2,-2,1,-1,3,2,5.86,5.86,clean
2,0,0,1,51,6,26,0,0,0,51,45,26,3,2,5.86,5.86,clean
3,0,0,1,7,5,2,3,2,1,4,5,1,4,4,7.39,7.39,clean
1,0,1,1,1263,421,421,60,20,20,1203,401,401,3,3,7.32,7.32,defective
2,0,0,1,80,39,27,60,4,20,20,11,7,7,4,7.09,7.09,clean
1,0,0,1,32,32,32,22,22,22,10,10,10,7,7,6.91,6.91,defective
6,0,0,1,168,45,24,81,5,12,87,32,12,7,2,10,10,clean
2,0,1,1,48,8,24,112,3,56,-64,37,-32,1,1,7.48,7.48,clean
1,0,1,1,1,1,1,3,3,3,-2,-2,-2,1,1,6.12,6.12,clean
1,0,0,1,3,3,3,2,2,2,1,1,1,7,7,5.86,5.86,clean
1,0,0,1,6,6,6,0,0,0,6,6,6,1,1,5.43,5.43,clean
1,0,0,1,11,11,11,8,8,8,3,3,3,7,7,7.01,7.01,clean
1,0,0,1,69,69,69,1,1,1,68,68,68,1,1,10,10,clean
1,0,0,1,3,3,3,1,1,1,2,2,2,1,1,4.96,4.96,clean
1,0,1,1,9,9,9,0,0,0,9,9,9,2,2,3.14,3.14,clean
1,0,1,1,5,5,5,0,0,0,5,5,5,2,2,5.67,5.67,clean
1,0,1,1,11,11,11,1,1,1,10,10,10,1,1,3.93,3.93,clean
1,0,1,1,12,12,12,2,2,2,10,10,10,1,1,4.5,4.5,clean
1,0,0,1,100,50,50,100,50,50,0,0,0,113,113,8.14,8.14,clean
1,0,0,1,2,2,2,2,2,2,0,0,0,2,2,7.5,7.5,clean
1,0,0,1,3,3,3,0,0,0,3,3,3,3,3,5.5,5.5,clean
3,0,0,2,4,2,1,1,1,0,3,2,1,4,2,5.05,5.05,clean
1,0,0,1,1,1,1,1,1,1,0,0,0,4,4,2,2,clean
1,0,0,1,2,2,2,4,4,4,-2,-2,-2,4,4,2,2,clean
1,0,0,1,2,2,2,4,4,4,-2,-2,-2,4,4,2,2,clean
3,0,0,3,39,4,13,14,14,5,25,14,8,21,8,6.47,6.47,clean
1,0,0,1,117,117,117,0,0,0,117,117,117,21,21,9.14,9.14,clean
1,0,0,1,107,107,107,0,0,0,107,107,107,21,21,9.14,9.14,clean
1,0,0,1,191,191,191,0,0,0,191,191,191,21,21,9.14,9.14,clean
1,0,0,1,210,210,210,0,0,0,210,210,210,21,21,9.14,9.14,defective
1,0,0,1,3561,1187,1187,0,0,0,3561,1187,1187,21,21,9,9,defective
1,0,0,1,772,386,386,0,0,0,772,386,386,21,21,9.33,9.33,clean
2,0,0,1,51,8,26,4,4,2,47,43,24,1,1,9.74,9.74,clean
1,0,0,1,106,106,106,0,0,0,106,106,106,21,21,9.51,9.51,clean
1,0,0,1,383,383,383,22,22,22,361,361,361,21,21,4.68,4.68,defective
1,0,0,1,469,469,469,0,0,0,469,469,469,21,21,9.14,9.14,defective
1,0,1,1,9,9,9,0,0,0,9,9,9,1,1,3.04,3.04,clean
10,0,0,2,9460,7,676,713,6,51,8747,2184,625,113,13,9.16,9.16,defective
1,0,0,1,0,0,0,3,3,3,-3,-3,-3,1,1,9.69,9.69,clean
1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,7.25,7.25,clean
1,0,0,1,27,27,27,0,0,0,27,27,27,35,35,3.43,3.43,clean
1,0,0,1,5,5,5,1,1,1,4,4,4,35,35,4.19,4.19,clean
1,0,0,1,64,64,64,2,2,2,62,62,62,1,1,3.88,3.88,defective
2,0,0,2,184,98,92,101,84,50,83,81,42,1,1,5.76,5.76,clean
1,0,0,1,1,1,1,4,4,4,-3,-3,-3,1,1,4.11,4.11,clean
1,0,0,1,2,2,2,0,0,0,2,2,2,5,5,4.72,4.72,clean
1,0,1,1,0,0,0,1,1,1,-1,-1,-1,1,1,5.37,5.37,clean
1,0,0,1,4,4,4,4,4,4,0,0,0,113,113,8.14,8.14,clean
1,0,0,1,1,1,1,1,1,1,0,0,0,2,2,3.9,3.9,clean
1,0,0,1,454,454,454,0,0,0,454,454,454,9,9,6.71,6.71,defective
1,0,0,1,304,76,76,0,0,0,304,76,76,9,9,7.24,7.24,defective
1,0,0,1,184,46,46,184,46,46,0,0,0,4,4,5.86,5.86,clean
2,0,0,2,44,4,11,44,4,11,0,0,0,113,60,6.86,6.86,clean
3,0,0,2,161,6,32,62,6,12,99,33,20,113,40,7.34,7.34,defective
1,0,0,1,54,18,18,54,18,18,0,0,0,113,113,5.14,5.14,clean
2,0,0,1,2,1,1,2,1,1,0,0,0,2,2,3.57,3.57,clean
1,0,0,1,1,1,1,1,1,1,0,0,0,2,2,4.07,4.07,clean
1,0,0,1,892,446,446,0,0,0,892,446,446,9,9,6.71,6.71,defective
2,0,1,1,13,5,4,43,4,14,-30,0,-10,7,4,4.03,4.03,clean
1,0,0,1,21,21,21,21,21,21,0,0,0,113,113,8.14,8.14,clean
1,0,1,1,4,4,4,2,2,2,2,2,2,1,1,1.07,1.07,clean
2,0,2,2,12,6,6,12,6,6,0,0,0,1,1,3.34,3.34,clean
2,0,0,2,4,3,2,1,1,0,3,3,2,1,1,6.5,6.5,clean
1,0,1,1,31,31,31,25,25,25,6,6,6,1,1,6.43,6.43,clean
1,0,0,1,15,15,15,1,1,1,14,14,14,1,1,2.5,2.5,clean
1,0,0,1,98,98,98,95,95,95,3,3,3,1,1,0.93,0.93,clean
1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,6.86,6.86,clean
1,0,1,1,14,14,14,0,0,0,14,14,14,1,1,5.07,5.07,defective
1,0,0,1,2,2,2,2,2,2,0,0,0,1,1,0.43,0.43,clean
1,0,0,1,166,166,166,0,0,0,166,166,166,1,1,1.43,1.43,defective
1,0,1,1,0,0,0,8,8,8,-8,-8,-8,1,1,2.43,2.43,clean
1,0,0,1,416,416,416,75,75,75,341,341,341,35,35,5.99,5.99,defective
1,0,0,1,1014,1014,1014,143,143,143,871,871,871,35,35,7.32,7.32,defective
1,0,0,1,1,1,1,1,1,1,0,0,0,2,2,1.65,1.65,clean
5,0,0,2,17,7,3,9,4,2,8,6,2,2,1,5.88,5.88,clean
11,0,3,3,949,8,56,171,8,10,778,316,46,2,2,7.48,7.48,clean
1,0,0,1,4,2,2,8,4,4,-4,-2,-2,2,2,9.71,9.71,clean
1,0,0,1,1,1,1,1,1,1,0,0,0,2,2,5.14,5.14,clean
1,0,0,1,15,15,15,11,11,11,4,4,4,2,2,7.88,7.88,clean
2,0,0,2,2,1,1,5,4,2,-3,0,-2,2,2,8.07,8.07,clean
3,0,1,2,2146,81,179,104,26,9,2042,282,170,113,55,9.57,9.57,clean
2,0,1,1,764,20,109,971,160,139,-207,9,-30,38,24,10.43,10.43,clean
1,0,0,1,52,26,26,36,18,18,16,8,8,2,2,8.14,8.14,clean
1,0,0,1,16,8,8,0,0,0,16,8,8,7,7,8.14,8.14,clean
1,0,0,1,16,8,8,0,0,0,16,8,8,7,7,8.14,8.14,clean
2,0,0,2,32,6,8,0,0,0,32,10,8,113,60,8.14,8.14,clean
5,0,1,2,2219,87,202,184,88,17,2035,384,185,113,34,9.38,9.38,clean
2,0,1,1,260,89,65,224,91,56,36,20,9,38,24,10.43,10.43,clean
3,0,1,2,720,56,90,42,3,5,678,137,85,113,53,9.39,9.39,clean
2,0,1,1,206,42,34,316,8,53,-110,11,-18,38,24,10.43,10.43,clean
2,0,0,2,315,63,52,112,22,19,203,41,34,113,58,6.57,6.57,clean
1,0,0,1,1,1,1,1,1,1,0,0,0,113,113,7.36,7.36,clean
3,0,1,2,2360,78,197,84,21,7,2276,283,190,113,55,9.57,9.57,clean
2,0,1,1,1071,42,97,1264,22,115,-193,20,-18,38,24,10.43,10.43,clean
1,0,0,1,836,209,209,0,0,0,836,209,209,113,113,9.57,9.57,clean
1,0,0,1,8,8,8,5,5,5,3,3,3,10,10,10.43,10.43,clean
1,0,0,1,318,318,318,98,98,98,220,220,220,1,1,7.61,7.61,defective
2,0,1,2,504,76,126,40,20,10,464,176,116,113,76,9.61,9.61,clean
1,0,1,1,116,58,58,204,102,102,-88,-44,-44,38,38,10.43,10.43,clean
1,0,0,1,32,32,32,6,6,6,26,26,26,113,113,7.36,7.36,clean
1,0,0,1,50,50,50,0,0,0,50,50,50,113,113,8.14,8.14,clean
1,0,0,1,125,25,25,115,23,23,10,2,2,113,113,8.14,8.14,clean
1,0,0,1,5,5,5,5,5,5,0,0,0,1,1,0,1,clean
2,0,0,2,49,2,10,174,40,35,-125,-25,-25,113,58,5.68,5.68,clean
1,0,0,1,18,9,9,18,9,9,0,0,0,113,113,8.14,8.14,defective
3,0,1,2,415,53,104,5,5,1,410,164,102,113,55,9.57,9.57,clean
1,0,1,1,15,15,15,44,44,44,-29,-29,-29,38,38,10.39,10.39,clean
2,0,0,2,1355,5,136,1328,5,133,27,3,3,113,60,3.98,3.98,clean
1,0,0,1,594,99,99,0,0,0,594,99,99,113,113,8.14,8.14,clean
2,0,0,2,114,38,28,49,16,12,65,22,16,113,58,8.24,8.24,clean
2,0,1,1,264,62,44,78,26,13,186,62,31,13,8,10.38,10.38,clean
4,0,0,2,349,87,39,212,62,24,137,87,15,113,32,9.46,9.46,clean
12,0,0,4,1687,9,44,1269,79,33,418,29,11,113,12,8.95,8.95,clean
2,0,0,1,88,63,44,0,0,0,88,63,44,9,6,4.43,4.43,defective
1,0,0,1,386,193,193,0,0,0,386,193,193,113,113,8.14,8.14,clean
2,0,0,2,50,33,25,45,28,22,5,5,2,113,63,9.05,9.05,clean
2,0,0,2,509,254,170,705,352,235,-196,0,-65,5,4,5.77,5.77,clean
3,0,1,2,45,7,15,73,59,24,-28,24,-9,3,2,4.13,4.13,clean
2,0,1,2,15,4,8,0,0,0,15,11,8,1,1,2.74,2.74,clean
1,0,1,1,8,8,8,7,7,7,1,1,1,1,1,6.71,6.71,clean
3,0,1,2,827,9,207,3,3,1,824,303,206,5,4,5.69,5.69,clean
4,0,1,1,122,5,20,50,6,8,72,19,12,5,4,2.47,2.47,clean
1,0,0,1,4,4,4,3,3,3,1,1,1,21,21,6.44,6.44,clean
1,0,0,1,0,0,0,36,36,36,-36,-36,-36,1,1,4.64,4.64,clean
2,0,0,1,59,49,30,0,0,0,59,49,30,3,2,5.86,5.86,clean
1,0,0,1,1340,670,670,2636,1318,1318,-1296,-648,-648,2,2,4.68,4.68,clean
1,0,0,1,17,17,17,1,1,1,16,16,16,1,1,0,1,clean
1,0,0,1,0,0,0,2,2,2,-2,-2,-2,4,4,2.29,2.29,clean
1,0,0,1,16,16,16,0,0,0,16,16,16,21,21,4.29,4.29,clean
1,0,0,1,2304,768,768,0,0,0,2304,768,768,3,3,5.82,5.82,clean
1,0,0,1,11,11,11,11,11,11,0,0,0,2,2,5.86,5.86,clean
1,0,0,1,1,1,1,1,1,1,0,0,0,2,2,4.71,4.71,clean
1,0,0,1,4,4,4,3,3,3,1,1,1,35,35,3.43,3.43,clean
1,0,0,1,8,8,8,8,8,8,0,0,0,7,7,5.81,5.81,clean
3,0,0,1,340,204,113,0,0,0,340,204,113,21,10,8.88,8.88,clean
1,0,0,1,1,1,1,141,141,141,-140,-140,-140,3,3,6.95,6.95,clean
1,0,0,1,32,32,32,7,7,7,25,25,25,35,35,8.19,8.19,defective
1,0,0,1,146,73,73,146,73,73,0,0,0,7,7,3.18,3.18,clean
1,0,0,1,21,21,21,21,21,21,0,0,0,7,7,1.93,1.93,clean
2,0,0,1,721,345,240,345,21,115,376,183,125,2,2,7.05,7.05,defective
1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,6.86,6.86,clean
3,0,1,2,116,3,39,26,3,9,90,103,30,4,3,9.51,9.51,clean
6,0,2,1,1006,84,63,265,6,17,741,75,46,7,4,5.52,5.52,clean
1,0,0,1,3,3,3,0,0,0,3,3,3,3,3,2.86,2.86,clean
1,0,0,1,4,4,4,0,0,0,4,4,4,3,3,1.29,1.29,clean
3,0,2,3,955,806,191,323,293,65,632,513,126,35,13,6.23,6.23,defective
1,0,0,1,12,6,6,4,2,2,8,4,4,2,2,6.95,6.95,clean
1,0,0,1,6,6,6,4,4,4,2,2,2,1,1,3.57,3.57,clean
1,0,1,1,13,13,13,0,0,0,13,13,13,3,3,11.57,11.57,clean
1,0,0,1,3,3,3,3,3,3,0,0,0,1,1,5.14,5.14,clean
1,0,0,1,71,71,71,0,0,0,71,71,71,1,1,5.19,5.19,clean
1,0,0,1,3,3,3,0,0,0,3,3,3,35,35,4.1,4.1,clean
1,0,0,1,3,3,3,0,0,0,3,3,3,35,35,5,5,clean
1,0,0,1,574,574,574,241,241,241,333,333,333,35,35,6.86,6.86,defective
1,0,0,1,64,64,64,0,0,0,64,64,64,35,35,4.41,4.41,clean
1,0,0,1,50,50,50,0,0,0,50,50,50,6,6,8.57,8.57,clean
1,0,0,1,112,112,112,0,0,0,112,112,112,21,21,8.57,8.57,clean
1,0,0,1,93,93,93,0,0,0,93,93,93,1,1,0.81,0.81,clean
4,0,0,3,2122,74,236,131,52,15,1991,383,221,35,10,3.39,3.39,clean
1,0,0,1,14,14,14,0,0,0,14,14,14,1,1,3.29,3.29,clean
2,0,0,2,134,2,67,1,1,0,133,131,66,35,18,5.13,5.13,clean
2,0,1,2,3,2,2,3,2,2,0,0,0,35,18,4.57,4.57,clean
3,0,0,1,210,99,52,47,5,12,163,78,41,21,8,6.35,6.35,clean
3,0,0,2,27,5,9,3,2,1,24,20,8,2,1,4.29,4.29,clean
1,0,0,1,35,35,35,17,17,17,18,18,18,1,1,6.05,6.05,clean
1,0,0,1,717,717,717,185,185,185,532,532,532,35,35,4.25,4.25,defective
1,0,0,1,12,12,12,10,10,10,2,2,2,1,1,0.71,0.71,clean
1,0,0,1,2,2,2,0,0,0,2,2,2,1,1,7.26,7.26,clean
1,0,0,1,414,207,207,452,226,226,-38,-19,-19,2,2,2.14,2.14,clean
1,0,0,1,53,53,53,53,53,53,0,0,0,1,1,3.96,3.96,clean
1,0,0,1,35,35,35,0,0,0,35,35,35,1,1,11.71,11.71,clean
1,0,0,1,2,1,1,616,308,308,-614,-307,-307,4,4,7.57,7.57,clean
1,0,0,1,43,43,43,0,0,0,43,43,43,1,1,5.71,5.71,clean
1,0,0,1,3,3,3,3,3,3,0,0,0,113,113,8.14,8.14,clean
1,0,0,1,225,75,75,195,65,65,30,10,10,113,113,4.64,4.64,defective
1,0,0,1,42,21,21,42,21,21,0,0,0,113,113,8.14,8.14,clean
1,0,0,1,57,57,57,57,57,57,0,0,0,113,113,8.14,8.14,defective
2,0,0,2,12,12,6,225,213,112,-213,0,-106,7,4,7.95,7.95,clean
1,0,0,1,86,86,86,0,0,0,86,86,86,2,2,10.86,10.86,clean
2,0,0,2,54,6,18,32,6,11,22,11,7,113,60,5.14,5.14,clean
2,0,0,1,900,148,129,817,136,117,83,12,12,7,6,8.57,8.57,clean
1,0,0,1,5,5,5,5,5,5,0,0,0,1,1,4.43,4.43,clean
1,0,0,1,4,4,4,0,0,0,4,4,4,21,21,4.37,4.37,clean
1,0,0,1,64,32,32,0,0,0,64,32,32,3,3,7.81,7.81,clean
2,0,1,1,7,6,4,5,5,2,2,6,1,1,1,2.38,2.38,clean
1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,2.86,2.86,clean
1,0,0,1,16,16,16,18,18,18,-2,-2,-2,1,1,8.29,8.29,defective
1,0,0,1,9,9,9,0,0,0,9,9,9,2,2,5.19,5.19,clean
1,0,1,1,6,1,1,132,22,22,-126,-21,-21,6,6,8.29,8.29,clean
1,0,0,1,2,2,2,12,12,12,-10,-10,-10,1,1,9.14,9.14,clean
2,0,0,1,34,31,17,0,0,0,34,31,17,1,1,6.43,6.43,clean
1,0,0,1,16,16,16,2,2,2,14,14,14,1,1,0,1,clean
1,0,0,1,148,148,148,14,14,14,134,134,134,35,35,4.69,4.69,defective
1,0,1,1,112,56,56,12,6,6,100,50,50,2,2,6.9,6.9,clean
2,0,1,2,17,16,8,28,27,14,-11,0,-6,2,2,7.17,7.17,clean
1,0,0,1,8,4,4,0,0,0,8,4,4,5,5,6.63,6.63,clean
2,0,0,2,62,26,21,8,4,3,54,26,18,2,2,9.34,9.34,defective
1,0,0,1,5,5,5,5,5,5,0,0,0,1,1,6.86,6.86,clean
1,1,0,1,2,2,2,2,2,2,0,0,0,1,1,7.62,7.62,clean
2,0,1,2,261,60,52,124,28,25,137,32,27,35,19,2.43,2.43,clean
3,0,1,2,1169,226,146,925,7,116,244,44,30,35,13,2.38,2.38,clean
2,0,2,1,58,50,19,23,23,8,35,27,12,2,2,5.51,5.51,clean
2,0,1,1,10,6,3,15,7,5,-5,5,-2,15,8,0.54,0.54,clean
2,0,0,1,6,5,3,7,5,4,-1,0,0,15,8,1.72,1.72,clean
2,0,0,1,143,7,29,163,40,33,-20,4,-4,14,8,8.04,8.04,clean
2,0,0,1,24,2,8,50,25,17,-26,2,-9,14,8,6.95,6.95,clean
1,0,0,1,0,0,0,9,9,9,-9,-9,-9,3,3,1.29,1.29,clean
1,0,0,1,74,74,74,0,0,0,74,74,74,32,32,6.71,6.71,clean
2,0,0,2,869,866,434,432,431,216,437,435,218,1,1,8.96,8.96,clean
1,0,1,1,13,13,13,6,6,6,7,7,7,1,1,5.57,5.57,clean
1,0,0,1,13,13,13,4,4,4,9,9,9,2,2,3,3,clean
1,0,0,1,4,4,4,0,0,0,4,4,4,2,2,9.76,9.76,clean
1,0,0,1,17,17,17,4,4,4,13,13,13,1,1,4.79,4.79,clean
1,0,0,1,13,13,13,1,1,1,12,12,12,3,3,11,11,clean
2,0,0,1,23,7,5,17,5,3,6,6,1,36,34,6.74,6.74,clean
5,0,2,3,35,5,5,41,5,6,-6,11,-1,36,17,7.7,7.7,clean
1,1,0,1,1,1,1,1,1,1,0,0,0,24,24,5.57,5.57,clean
3,0,2,2,19,4,5,2,1,0,17,13,4,2,1,6.05,6.05,clean
2,0,0,1,3,3,2,4,4,2,-1,3,0,4,2,3.25,3.25,clean
1,0,1,1,5,5,5,1,1,1,4,4,4,1,1,4.05,4.05,clean
1,1,0,1,6,6,6,0,0,0,6,6,6,18,18,9.71,9.71,clean
1,1,0,1,123,123,123,0,0,0,123,123,123,18,18,9.81,9.81,clean
1,1,0,1,0,0,0,480,240,240,-480,-240,-240,18,18,9.71,9.71,clean
3,0,2,2,14,12,5,2,1,1,12,12,4,1,1,4.52,4.52,clean
1,0,0,1,284,142,142,244,122,122,40,20,20,12,12,5.53,5.53,defective
1,0,0,1,2,2,2,2,2,2,0,0,0,1,1,7.14,7.14,clean
1,0,1,1,2,2,2,0,0,0,2,2,2,1,1,7.71,7.71,clean
1,0,0,1,46,46,46,8,8,8,38,38,38,5,5,9.71,9.71,clean
1,0,0,1,25,25,25,6,6,6,19,19,19,5,5,10.04,10.04,clean
1,0,0,1,1,1,1,1,1,1,0,0,0,3,3,2.71,2.71,clean
1,0,0,1,132,66,66,0,0,0,132,66,66,3,3,4.57,4.57,clean
