@relation 'dataset_feat-weka.filters.unsupervised.attribute.Remove-R2-3,5,7,9-11'

@attribute comm numeric
@attribute exp numeric
@attribute modd numeric
@attribute nloc numeric
@attribute label {defective,clean}

@data
4,2376,5,4151,clean
1,22910,1,4122,clean
1,345,1,1359,clean
38,3819,38,3797,defective
7,8,7,5421,defective
2,8930,2,5452,clean
5,42,5,5464,defective
2,5,5,2246,clean
3,100,3,1994,clean
2,15410,2,2594,clean
4,4,5,4848,defective
5,25596,5,2633,defective
5,10,5,3516,clean
1,1,2,11279,clean
1,11918972,2,8201,defective
1,5,2,5274,clean
1,4,1,3003,clean
2,1024,4,5603,defective
2,33,3,2020,clean
3,3,4,3451,clean
3,594,3,2589,clean
2,869,2,3865,clean
24,196,58,2826,defective
1,16,3,460,clean
2,3,3,11832,defective
4,3,5,2570,clean
3,345,4,2258,clean
4,616,8,4593,defective
2,2,2,5785,clean
7,1248,9,5801,clean
3,11,3,3086,clean
3,80,5,5843,defective
2,1125,2,4433,clean
6,408,12,4105,clean
1,12,1,4328,clean
6,2500,9,5397,defective
1,312,1,4734,clean
10,92,21,4559,clean
2,11,2,3950,clean
1,11918972,2,8201,defective
5,408,8,3772,clean
3,3,8,4976,clean
2,1,3,6961,defective
6,1,9,4278,clean
3,12,9,4849,clean
7,38,12,4607,clean
5,80,7,5457,defective
1,66,2,4326,clean
5,2,13,4005,clean
1,496,1,1728,clean
1,216,1,17224,clean
2,77672,4,5574,defective
2,59792,4,5618,clean
5,800,7,5955,defective
1,32,1,2595,defective
1,11918972,2,8201,defective
2,4,3,2638,clean
1,3,4,4555,clean
3,15410,3,2597,defective
4,225,5,4880,defective
1,216,1,2623,clean
10,6,10,3641,defective
5,138,6,3734,clean
9,36,13,7006,defective
15,21,16,3976,clean
13,8,15,3759,clean
1,3,1,17308,clean
5,9,6,7707,defective
5,80,6,5122,clean
1,139,2,125,clean
1,9,1,7502,clean
1,230878,1,4746,clean
1,5,1,235,clean
1,469221,2,310,clean
1,24,1,241,clean
2,3249,2,150,clean
1,5,1,56,clean
1,4,1,47,clean
1,640,1,4394,clean
2,3249,2,2262,defective
3,208,3,4749,clean
2,3,3,3326,clean
1,166,1,0,clean
1,3249,1,57,clean
1,16,1,4302,clean
1,16,1,4302,clean
1,225,1,239,clean
1,36,1,276,clean
1,924,1,256,clean
2,4,2,255,clean
1,12,1,4394,clean
2,725,3,4959,clean
1,12,1,4394,clean
4,22,4,3199,defective
2,4,2,3411,defective
1,96,1,3481,clean
2,126,2,3729,clean
1,1925,1,7623,clean
1,2476,4,3842,clean
13,48,13,3485,defective
1,70,1,5416,clean
1,473,1,5459,clean
1,1170,1,5490,clean
1,920,1,2745,defective
1,21583,1,5386,clean
1,4,1,234,clean
1,469221,1,310,clean
1,4,1,3444,clean
1,22,1,15,clean
1,966,1,51,clean
1,6106,2,1126,clean
1,1156,1,12,clean
1,10,1,120,clean
1,1023,1,120,clean
1,10,1,120,clean
1,1023,1,120,clean
1,6,3,3332,clean
4,9702,6,2827,defective
2,59792,2,5689,clean
4,11343,8,4914,defective
1,139,1,38,clean
1,12,1,2,clean
1,70,1,6839,clean
2,4,2,4255,clean
1,139,1,38,clean
2,7,2,6825,clean
2,9,3,11385,defective
1,126,3,12,clean
1,143,1,0,clean
1,1156,1,12,clean
1,166,1,0,clean
2,4,2,24,clean
1,324,3,12,clean
1,166,1,0,clean
2,4,2,24,clean
1,324,3,12,clean
1,166,1,0,clean
1,1961,1,20,clean
1,166,1,0,clean
2,143,2,0,clean
1,1961,1,20,clean
1,324,4,24,clean
1,166,1,0,clean
2,143,2,0,clean
1,324,4,24,clean
1,280,1,3,clean
1,11918972,2,8201,defective
1,196,1,3,clean
1,5,1,234,clean
2,166,3,4,clean
1,3,4,20,clean
1,1961,1,20,clean
1,2,1,3691,clean
1,8,1,3926,clean
1,1,1,15,clean
1,4,1,12,clean
1,311364,1,2224,clean
2,390,2,3514,clean
1,496,1,1728,clean
1,2254,1,1911,clean
4,4851,5,1994,clean
1,1,1,7755,clean
1,14819,1,3817,clean
1,10,2,2051,clean
1,166,1,0,clean
1,1961,1,20,clean
1,501,1,213,clean
1,336,1,2159,clean
3,1075,3,4499,clean
1,51067,1,1954,clean
1,166,1,0,clean
1,166,1,0,clean
1,166,1,0,clean
1,25,1,3708,clean
2,10,2,2579,clean
1,1921,1,4603,clean
1,66,1,5276,clean
1,166,1,0,clean
1,1961,1,20,clean
1,1,1,3106,clean
2,15,3,3278,clean
1,298660,1,5719,clean
1,166,1,0,clean
1,166,1,0,clean
1,14819,1,3817,clean
1,10,2,2051,clean
1,42,1,1002,clean
1,13108,1,981,clean
1,4,1,4362,clean
1,169,1,4916,clean
1,34,1,2577,clean
3,2483,9,2282,defective
1,55484,1,2547,clean
1,49590,1,2643,clean
1,501,1,213,clean
1,70,1,3604,clean
1,271960,1,4205,clean
2,1776,3,2349,clean
4,576,5,2380,clean
4,58,4,2428,clean
1,4,1,2500,clean
2,1776,2,2344,clean
2,156,2,2410,clean
1,12,1,2441,clean
1,213904,2,2621,clean
1,2,1,206,clean
1,108,1,230,clean
1,4,1,7450,clean
1,2408,1,8203,clean
1,10,2,855,clean
1,396,2,861,clean
1,6727,1,3960,clean
1,88509,1,4448,clean
2,1776,2,2344,clean
2,156,2,2410,clean
1,12,1,2441,clean
1,213904,2,2621,clean
1,1776,1,2329,clean
4,4508,4,849,defective
1,20,1,836,clean
2,49,2,838,clean
2,30,2,749,clean
3,4508,3,872,clean
1,70,1,784,clean
3,33,5,1186,clean
1,99,2,845,clean
1,29,1,992,clean
4,30,4,843,defective
1,48,1,1024,clean
1,48,1,1024,clean
1,48,1,1024,clean
1,48,1,1024,clean
1,29,1,992,clean
3,540,4,857,clean
1,45,1,945,clean
1,4,1,1190,clean
1,166,1,0,clean
1,348,2,6673,clean
2,533,8,4253,clean
1,166,1,0,clean
1,1961,1,20,clean
1,166,1,0,clean
1,1961,1,20,clean
2,166,2,0,clean
1,1961,1,20,clean
1,166,1,0,clean
1,3,1,20,clean
1,1961,1,20,clean
1,166,1,0,clean
1,1961,1,20,clean
1,166,1,0,clean
1,166,1,0,clean
2,1521,2,2457,defective
1,28512,1,2644,clean
1,49590,1,2643,clean
1,139,1,38,clean
1,469221,1,310,clean
1,166,1,0,clean
1,1961,1,20,clean
2,166,2,23,clean
1,1961,1,20,clean
1,16,3,31,clean
1,2001,1,49,clean
1,16,3,19,clean
1,16,1,12,clean
1,166,1,0,clean
1,1961,1,20,clean
1,16,1,0,clean
1,16,2,6,clean
1,3,1,0,clean
1,16,1,12,clean
1,3,1,12,clean
1,166,1,0,clean
1,166,1,0,clean
1,1961,1,20,clean
1,260,1,1815,clean
1,11,2,1860,clean
1,501,1,213,clean
1,501,1,213,clean
1,56,1,4225,clean
1,4275,1,4669,clean
1,457650,1,4961,clean
1,6,1,4490,clean
3,10313052,4,2392,defective
7,4508,9,2199,defective
1,14,1,5386,clean
2,30260,3,2374,clean
2,210,2,4699,defective
1,6968,1,5338,defective
1,442,1,758,clean
1,29,1,992,clean
4,100,5,1888,clean
1,1,1,5365,clean
1,228,2,5467,clean
3,4508,3,872,clean
1,70,1,784,clean
1,442,1,758,clean
1,18,1,1003,clean
1,4,1,825,clean
1,30,1,843,clean
1,20,1,931,clean
1,4,1,967,clean
1,36,1,991,clean
1,544,1,23,clean
1,280,1,3,clean
1,400,1,2550,clean
1,77672,2,2948,defective
1,59792,1,5613,clean
2,26,2,5712,clean
1,12,1,4325,clean
1,12,1,4325,clean
1,12,1,4325,clean
1,457650,1,4961,clean
1,4,1,4233,clean
1,457650,1,4961,clean
1,153,1,6981,clean
1,3844,1,7332,clean
2,50,3,4001,clean
1,820,1,11047,clean
2,400,3,7355,defective
2,9025,2,4640,defective
1,592,1,1527,clean
2,49,2,2514,clean
1,24,1,3745,clean
1,11880,1,4644,clean
1,1521,1,2367,defective
4,16,5,2647,clean
1,49590,1,2643,clean
1,6380,1,555,clean
2,1168,2,3688,clean
3,1980,3,4199,clean
3,5,3,3677,clean
1,4,1,2922,clean
8,3876,9,6669,defective
9,15,18,4231,defective
4,10609,4,2224,defective
1,32697,1,2106,clean
1,311364,1,2224,clean
1,225,1,4112,clean
1,487830,1,4066,clean
1,20,1,3451,clean
1,25,1,3483,clean
1,20,1,3451,clean
1,25,1,3483,clean
1,20,1,3451,clean
1,25,1,3483,clean
1,4,1,2379,clean
1,49,1,2524,clean
1,4,1,2379,clean
1,153,1,6981,clean
5,36,6,5618,clean
1,16,1,1908,clean
2,338338,6,2193,clean
2,1776,2,2344,clean
5,6,6,2186,defective
1,12,1,2441,clean
26,120,71,4003,defective
1,4,1,4362,clean
1,169,2,4916,clean
1,12,1,299,clean
1,3086,1,0,clean
1,11,1,49,clean
3,182,4,2666,clean
1,1476,1,2218,clean
1,6,1,5984,clean
2,5820,3,5894,clean
1,57,1,586,clean
1,17,1,241,clean
2,17,2,241,clean
1,13108,1,981,clean
1,23,1,4501,clean
1,20,1,4631,clean
1,8,1,4949,clean
1,966,1,51,clean
1,11918972,2,8201,defective
1,4,1,9700,clean
1,13,1,726,clean
2,62,2,1931,defective
1,8464,2,1954,clean
2,2408,3,6776,clean
16,135936,29,1487,defective
1,729,1,3520,clean
3,43,4,3564,clean
1,62,1,1931,defective
1,8464,2,1954,clean
1,64636,1,3454,defective
1,4,1,4212,clean
1,533,1,3475,clean
2,536,2,3783,clean
2,5,2,3899,clean
1,1,1,1931,clean
1,8464,2,1954,clean
2,901,2,717,clean
4,9702,5,2288,clean
1,24,1,282,clean
5,4,9,1898,clean
1,384,1,4546,clean
1,384,1,4546,clean
1,265224,1,4989,clean
1,384,1,4546,clean
4,168,5,4228,defective
4,36,4,1693,clean
5,135936,6,1628,defective
1,181,1,94,defective
1,35,1,2411,clean
1,42,1,2461,clean
1,213904,1,2621,clean
1,4,1,1307,clean
1,60,1,2253,clean
5,64,8,2507,defective
56,3,100,8423,defective
3,3,6,7065,defective
2,5280,3,5847,clean
1,80,1,1693,clean
1,11918972,2,8201,defective
1,487830,1,4066,clean
4,130,5,5768,defective
1,480,1,3457,clean
5,4511,15,3484,clean
17,6936,29,13922,defective
23,1485,41,9212,defective
27,1,29,5065,defective
66,36,92,5303,defective
1,15908,1,3858,defective
1,21,1,4024,clean
4,77,13,3282,clean
4,20305,12,8189,defective
1,36,2,8463,clean
2,49,3,2349,defective
2,2483,4,4924,defective
3,201552,4,4518,clean
2,9702,2,4346,clean
2,20164,3,5068,clean
1,11918972,2,8201,defective
3,3,5,5849,clean
3,8,4,3736,defective
1,96,1,5760,clean
5,8,7,5713,clean
6,16,25,5064,defective
17,4,34,4786,defective
24,272,34,4411,defective
4,3,32,4989,defective
18,87,26,7607,defective
13,135,15,4032,defective
29,21,37,5641,defective
1,15964,1,6422,clean
1,11918972,2,8201,defective
1,24,1,1827,defective
1,3206,2,4328,clean
1,11918972,2,8201,defective
2,30,2,7147,clean
2,2031,4,2278,clean
1,5406,1,4094,clean
1,1926,1,3114,clean
3,4,3,3208,clean
1,780,1,718,clean
1,66,1,5276,clean
1,26380,1,4531,clean
1,7900,1,4561,clean
2,25,2,241,clean
1,6,1,20,clean
1,2068,1,20,clean
2,3249,2,150,clean
1,5,2,165,clean
1,43605,1,4398,defective
1,3025,1,55,clean
2,5559,4,2156,defective
1,1,1,3781,clean
2,10788,3,3214,defective
2,3249,2,150,clean
1,5,2,165,clean
1,5,1,3854,clean
1,339853,1,4430,clean
1,9,2,901,clean
1,5,1,49,clean
2,119133,2,5860,clean
4,403,4,4679,clean
1,348,1,4912,clean
1,3249,1,57,clean
1,3249,1,57,clean
1,92,1,4491,clean
1,2500,1,4482,clean
1,11,1,4832,clean
1,133,1,1931,clean
1,51067,1,1954,clean
1,374,1,18474,clean
1,3249,1,57,clean
2,25,2,256,clean
2,20,2,305,clean
1,3249,1,57,clean
1,5,1,56,clean
2,39,2,4034,clean
1,3025,1,55,clean
1,43605,1,4398,defective
1,3474,2,4582,clean
4,441,5,8667,defective
6,69,6,4259,defective
10,8,12,5006,clean
3,16,3,2635,clean
2,13,2,1828,clean
4,33,4,1464,clean
1,1245,2,2222,clean
1,158404,1,2218,clean
1,319,1,94,clean
1,24336,1,98,clean
1,3025,1,55,clean
1,3086,1,0,clean
2,71095,2,2372,clean
1,44,1,2475,clean
1,120,1,360,clean
1,427,1,0,clean
1,308,1,1907,clean
6,1144,12,4318,clean
1,135,1,6516,clean
2,2728,2,3161,clean
10,25,18,4493,defective
6,10,6,5403,clean
10,32,14,5874,clean
1,1564,2,2948,defective
1,427,1,0,clean
1,28512,1,2644,clean
2,62,2,1931,defective
1,4,1,1931,clean
1,8464,2,1954,clean
1,3249,1,57,clean
2,11,5,122,clean
1,19,1,34,clean
1,57,1,586,clean
1,16,1,601,clean
1,36,1,243,clean
1,36,1,2,clean
1,6,1,2,clean
1,240,1,110,clean
1,4814,1,2601,clean
1,212,2,2203,clean
1,77672,2,2948,defective
1,59792,1,5613,clean
3,12267,5,5785,clean
6,2,6,1537,defective
1,210,1,1666,clean
5,121,5,1719,defective
1,901,1,717,clean
1,384,2,4546,clean
1,265224,2,4989,clean
2,36,3,4545,clean
2,36,3,4545,clean
1,11918972,2,8201,defective
2,15120,3,5988,defective
2,3,2,10923,clean
1,42,1,3277,clean
1,12996,1,1187,clean
2,3481,3,4591,defective
1,264,1,1898,clean
2,4,2,5507,clean
1,213904,1,2621,clean
1,196,1,238,clean
1,469221,2,310,clean
2,196,2,240,clean
2,1,2,3606,clean
2,869,2,1905,clean
3,25,10,4382,defective
1,11918972,2,8201,defective
2,3,2,9696,clean
1,484,2,6737,clean
1,1,1,8249,clean
1,7,1,6711,clean
2,24336,2,8265,defective
1,24336,1,8365,defective
1,31,1,8574,clean
1,24336,1,8365,defective
1,80,1,6699,clean
2,24336,2,5743,defective
2,7,2,2058,clean
1,11154,1,5843,clean
2,9702,2,4346,clean
2,11343,3,5041,defective
1,82560,1,3976,defective
1,9,1,8166,clean
1,81,1,0,clean
1,95,2,7602,clean
2,4,2,240,clean
1,30,1,281,clean
1,6,1,304,clean
1,3249,1,57,clean
1,3249,1,57,clean
3,1,4,3569,defective
1,2,1,5872,clean
1,2,1,5872,clean
1,77672,2,2948,defective
1,85,1,36,clean
1,3,1,49,clean
1,1600,1,49,clean
1,3,1,15,clean
2,29,3,4,clean
4,29,5,4,clean
1,82560,1,3976,defective
2,48,2,4102,clean
1,100,1,114,defective
2,144,3,161,clean
1,4,1,4516,clean
1,20,1,6685,clean
1,131140,1,6785,clean
1,2559,2,2594,clean
1,100,1,114,defective
2,144,4,161,clean
1,1,1,271,clean
1,13,1,15,clean
3,357,3,4,clean
1,16,1,5,clean
2,36,2,983,clean
1,13108,2,981,clean
1,3025,1,55,clean
1,36,1,243,clean
2,18,3,281,clean
1,100,1,305,clean
1,24,1,7014,clean
2,30723,2,1709,clean
1,392,1,2160,clean
5,2,6,4492,clean
2,22,2,4470,clean
1,2,1,4959,clean
1,11918972,2,8201,defective
2,168921,3,6693,defective
1,78,1,4488,clean
1,12996,1,1187,clean
1,40,1,1195,clean
1,11,1,1187,clean
1,3132,1,3934,clean
1,12,1,3951,clean
1,56,1,4613,clean
1,6,1,4396,clean
1,11,1,4832,clean
1,457650,1,4961,clean
1,4,1,11,clean
1,92,1,4491,clean
1,156,1,3972,clean
2,400,3,7355,defective
2,400,3,7355,defective
1,3249,1,57,clean
1,3,1,1187,clean
1,77672,2,2948,defective
1,16,1,5690,clean
9,6936,10,15824,defective
3,928,3,4373,clean
1,196,1,1903,clean
2,114392,4,3120,defective
1,65448,1,6667,clean
1,442629,1,3423,clean
1,181,1,94,defective
2,140,2,93,clean
2,153,3,1591,clean
1,44099,1,1684,clean
1,7,2,112,clean
1,12,1,30,clean
1,42642,1,194,clean
2,11,3,1078,clean
4,106,5,359,defective
1,3021,1,571,clean
2,1600,2,311,clean
1,75,1,258,clean
1,5,1,285,defective
1,4,1,293,clean
1,3,4,20,clean
1,1961,1,20,clean
2,4,2,5,clean
1,4155,1,0,clean
3,20,6,776,clean
3,4,3,12,clean
1,3481,1,4591,defective
1,88509,1,4448,clean
1,3481,1,4591,defective
1,77672,2,2948,defective
1,298660,2,5719,clean
1,1,1,1,clean
1,1245,2,2222,clean
1,4,1,2227,clean
1,1476,2,2218,clean
1,3086,1,0,clean
1,6,1,5884,clean
1,25,2,5623,clean
2,9216,3,5719,clean
1,104,1,7323,clean
3,864,3,1526,defective
2,11,3,1078,clean
1,11,1,1187,clean
3,62,3,1931,defective
1,8464,2,1954,clean
1,1045,1,923,clean
1,2001,2,49,clean
1,3,1,49,clean
1,14,1,49,clean
1,11918972,2,8201,defective
1,41,2,5202,clean
1,11918972,2,8201,defective
1,41,2,5202,clean
1,11918972,2,8201,defective
1,41,3,5751,clean
1,11918972,2,8201,defective
1,41,2,5202,clean
1,11918972,2,8201,defective
1,41,1,10111,clean
1,11918972,2,8201,defective
1,41,3,5751,clean
1,11918972,2,8201,defective
1,41,1,10111,clean
1,11918972,2,8201,defective
1,41,1,10111,clean
3,72,4,6793,defective
1,6,3,7078,clean
1,11918972,2,8201,defective
1,41,1,10111,clean
1,11918972,2,8201,defective
1,41,1,10111,clean
1,390,1,3447,clean
1,6,1,5894,clean
1,10,1,2388,clean
1,10,1,2388,clean
1,181,1,94,defective
1,106,1,11171,clean
1,280051,2,3110,clean
1,24,2,853,clean
1,30,1,847,clean
1,5,1,2832,clean
10,7,14,5432,defective
10,3,12,4886,defective
5,484,6,5508,clean
2,1045,2,923,clean
11,6936,12,15076,defective
6,3132,6,4288,defective
1,74256,1,4929,clean
1,181,1,94,defective
2,140,2,93,clean
1,4,1,572,clean
1,96,1,7278,clean
2,171810,2,2348,clean
1,181,2,94,defective
3,153,5,2497,clean
1,44099,1,1684,clean
4,4,10,4737,defective
1,28,1,45,clean
3,2208,3,2052,clean
3,11,6,972,clean
2,2352,2,4683,clean
1,1144,1,4627,defective
2,3474,2,4577,clean
2,20,2,4787,defective
1,1045,2,923,clean
1,27,1,1014,clean
1,43605,1,4398,defective
1,457650,1,4961,clean
2,100,2,2045,defective
1,3,2,2087,clean
1,144,1,161,clean
4,41734,4,4550,defective
2,11918972,3,6444,defective
1,3249,1,57,clean
1,32,1,49,clean
1,1600,1,49,clean
2,2408,4,8168,clean
1,3206,2,4328,clean
1,3249,1,57,clean
1,32,1,49,clean
1,3249,1,57,clean
1,32,1,49,clean
1,357,1,4,clean
2,16,2,5,clean
2,28,2,2376,clean
1,49,1,2524,clean
2,36,2,2107,clean
2,21,3,2746,clean
1,1564,3,0,clean
2,780,2,471,clean
1,1024,1,3006,clean
2,33,6,860,clean
1,135,1,23,clean
1,10,1,0,clean
1,3720,1,0,clean
1,8,1,2486,clean
1,213904,1,2621,clean
2,79,2,3432,defective
4,1908,8,4288,defective
2,66,3,2124,clean
4,408,6,2711,clean
1,65,2,5528,clean
1,213904,1,2621,clean
1,59792,1,5613,clean
1,1851,1,1435,clean
1,1120,1,1510,clean
1,40194,1,279,clean
3,232,3,171,clean
2,6845,2,4190,defective
2,476,2,4513,clean
6,13,11,4560,defective
8,1,13,4852,clean
2,31,3,3989,clean
1,15,1,3984,clean
1,76,1,3060,clean
3,31,4,3994,clean
3,3,5,6704,defective
2,3,3,7302,clean
7,280,30,3762,defective
19,17,37,3470,defective
6,280,17,2852,defective
17,7,24,3258,defective
2,4,22,4487,defective
2,32,2,1046,clean
2,5,2,286,clean
1,469221,2,310,clean
1,6,1,6585,clean
1,42,2,8543,clean
89,3,134,5457,defective
63,36,100,4191,defective
3,16,8,7232,defective
10,4,12,6278,defective
1,24,1,282,clean
1,96,1,3481,clean
2,390,2,3514,clean
1,350,1,4204,clean
1,1024,1,6836,clean
1,2559,2,2594,clean
2,1024,2,6836,clean
2,36,3,4012,clean
1,3,1,4631,clean
1,77,1,4922,clean
2,1764,8,5209,clean
6,6,8,3861,clean
1,1500,2,4914,clean
1,684,2,4972,clean
2,26,2,2404,clean
1,208,1,4645,clean
1,4,1,4872,clean
1,457650,1,4961,clean
1,10,1,13,clean
2,81,2,2487,clean
2,11,2,7297,clean
1,4,1,2954,clean
2,270,5,1687,clean
1,536,1,4867,clean
1,457650,1,4961,clean
1,536,1,4867,clean
1,457650,1,4961,clean
1,84,1,4957,clean
1,36,1,4989,clean
1,96,1,191,clean
2,20907,2,430,clean
1,169,2,4916,clean
1,265224,1,4989,clean
2,3,3,6337,clean
3,64,4,5218,defective
1,56,1,4642,clean
2,1353,3,5196,defective
2,536,2,4905,clean
1,457650,1,4961,clean
1,24,1,5,clean
1,217,1,6781,clean
5,72,5,6813,clean
1,60024,1,6098,clean
1,4,1,192,clean
3,30,3,270,clean
1,7,1,5,clean
2,1,4,5,clean
1,1620,1,4774,clean
1,3654,1,4958,clean
2,3,4,3153,clean
2,108,2,283,clean
1,4,1,310,clean
1,370,1,225,clean
1,58,1,44,clean
1,237,1,148,clean
1,3,2,16,clean
1,5796,1,301,clean
1,44,1,1633,clean
3,2808,4,683,defective
1,34428,1,5105,clean
1,144780,1,5081,clean
1,16,1,8320,clean
1,2,1,1671,clean
1,30728,1,1662,clean
3,4,3,4705,clean
1,1296,2,5429,clean
1,3,1,8456,clean
1,3,1,8456,clean
1,3,1,7648,clean
1,1024,1,6836,clean
1,2559,2,2594,clean
1,3,1,11,clean
2,25,2,4244,defective
1,26,1,4600,clean
1,5796,1,301,clean
1,18972,1,14201,clean
1,80,1,4066,clean
1,3,1,4011,clean
1,1961,1,20,clean
3,15,3,1500,defective
2,4,2,2630,clean
1,1961,1,20,clean
3,15,3,1500,defective
2,15,2,4139,clean
4,12,5,4134,clean
1,10,1,13,clean
1,81,1,13,clean
1,5796,1,301,clean
1,12,1,1633,clean
1,780,2,509,clean
1,144780,1,5081,clean
1,54,1,147,clean
1,27,1,309,clean
1,441,1,317,clean
3,4,4,2454,clean
1,9,1,3452,clean
1,244530,1,3504,clean
1,42,1,4705,clean
1,457650,1,4961,clean
1,25,1,197,clean
2,864,3,143,clean
1,240,1,5,clean
2,1,2,5,clean
1,25,1,197,clean
1,25,1,197,clean
2,864,2,5516,clean
2,486,4,7177,clean
11,31265,17,5254,defective
2,525,2,4733,clean
2,3654,2,4959,clean
1,42,1,4705,clean
1,3654,1,4958,clean
1,42,1,4705,clean
1,3654,1,4958,clean
1,5796,1,301,clean
1,3248,1,300,clean
1,4,2,2209,clean
8,49,13,108,defective
2,59792,2,5734,clean
3,2805,4,5735,clean
3,5605,3,7137,clean
3,1,4,3752,clean
1,869,1,1904,clean
1,8464,2,1954,clean
1,21,1,3984,clean
2,9,2,5817,clean
1,1137,2,2777,clean
1,4,1,192,clean
1,42642,2,194,clean
1,27,2,309,clean
1,441,1,317,clean
1,96,1,191,clean
1,20907,1,423,clean
1,452,1,0,clean
1,3720,1,0,clean
1,2068,1,20,clean
2,142,2,51,clean
1,15,1,10825,clean
1,9801,2,864,clean
1,265224,1,4989,clean
1,1,1,231,clean
1,3,1,2150,clean
4,280371,7,1965,defective
1,10313052,2,2534,defective
2,42,2,111,clean
3,22018,6,4284,clean
3,14,5,2557,clean
1,244530,1,3504,clean
1,37636,1,1965,clean
1,280051,2,3110,clean
1,6588,2,2007,clean
4,2808,5,1796,clean
2,1368,2,1737,clean
2,148,2,3482,clean
1,5,1,2893,clean
1,33670,2,2236,clean
1,17,1,3519,clean
1,339853,2,4430,clean
1,2208,1,1534,clean
2,2314,3,2702,clean
1,220,1,4263,clean
9,4,56,2816,clean
1,3844,2,0,clean
7,9,8,8320,defective
2,4,6,3008,clean
151,3,299,4047,defective
44,5,89,4102,defective
1,105944,1,2902,clean
1,105944,1,2902,clean
1,81,1,438,clean
2,66,3,5133,clean
2,66,3,5133,clean
4,148,7,2408,clean
1,457650,1,4961,clean
2,16,4,3796,defective
1,1112,1,0,clean
4,7,9,5043,clean
2,2601,2,2610,clean
3,11,3,311,clean
2,80,3,3774,clean
1,156,1,4931,clean
1,81,1,13,clean
1,41,1,5974,clean
1,1600,1,49,clean
1,81,1,13,clean
1,75,1,14284,clean
1,75,1,14284,clean
2,18,2,49,clean
3,53325,4,3789,clean
2,301,2,3796,clean
1,1112,1,0,clean
1,1112,1,0,clean
2,1112,2,1465,clean
1,15,1,10825,clean
1,324,1,17,clean
1,230878,1,4746,clean
1,457650,1,4961,clean
2,469221,2,997,clean
1,196,1,3,clean
1,2559,2,2594,clean
1,1112,3,0,clean
1,9603,2,1567,clean
1,3,1,56,clean
1,1023,1,120,clean
1,1023,1,120,clean
3,18,4,184,clean
1,1023,1,120,clean
1,1023,1,120,clean
1,16,2,2854,clean
1,196,1,3,clean
1,100,2,12,clean
1,452,1,0,clean
1,81,2,13,clean
1,9,1,755,clean
3,18,4,184,clean
1,82656,1,3302,clean
2,28,4,9,clean
1,324,1,17,clean
2,5,2,2428,clean
1,469221,1,310,clean
1,1023,1,120,clean
1,9603,1,1567,clean
1,265224,1,4989,clean
1,338338,2,2313,clean
1,9603,1,1567,clean
2,100,3,4026,clean
1,7328,1,4700,clean
2,15376,2,610,clean
1,12740,2,4339,clean
2,1140,2,6705,clean
2,2031,3,1984,clean
1,3844,1,0,clean
2,15376,2,610,clean
1,469221,1,310,clean
2,4,3,12,clean
3,1296,6,4644,defective
3,484,5,5662,clean
2,2808,2,307,clean
1,220,1,4263,clean
4,15376,4,458,clean
4,2476,4,6682,clean
2,3,2,8774,clean
1,3,1,8781,clean
1,41800,1,2925,clean
2,177,2,7090,clean
2,28,2,7169,clean
2,60,2,0,clean
1,3575,2,3588,clean
1,1643,1,0,clean
2,2728,2,3161,clean
1,2559,2,2594,clean
1,1156,1,12,clean
1,4,1,49,clean
1,1156,1,12,clean
2,7328,2,4744,clean
1,20164,2,5062,clean
2,20164,3,5068,clean
1,16,1,5690,clean
1,78,1,1858,clean
10,784,25,2794,clean
1,784,1,4603,clean
1,1112,1,0,clean
1,452,1,0,clean
1,7328,1,4700,clean
1,469221,1,310,clean
2,72,2,978,clean
1,51,1,58,clean
1,520,1,293,clean
1,520,1,293,clean
2,520,2,301,clean
1,520,1,293,clean
1,520,1,293,clean
1,520,1,293,clean
1,520,1,293,clean
1,400,1,2155,clean
1,626500,1,1964,clean
2,55,2,2428,clean
2,9216,2,5719,clean
1,457650,1,4961,clean
1,9216,2,5719,clean
1,9216,2,5719,clean
3,2808,4,307,clean
1,283550,2,3428,clean
1,487830,1,4066,clean
1,487830,1,4066,clean
2,5,3,7145,clean
1,64,2,29,clean
1,81,2,13,clean
3,270,4,21,clean
1,469221,1,310,clean
1,283550,2,3428,clean
1,36,1,2,clean
1,469221,1,310,clean
3,4,3,4508,defective
2,9216,2,5719,clean
1,81,1,0,clean
1,3477,1,1039,clean
1,271960,1,4205,clean
2,75,2,4961,clean
1,75,1,4961,clean
1,12,1,971,clean
1,25,2,112,clean
1,36,1,1002,clean
2,416016,2,1730,defective
1,18,1,985,clean
1,18,1,985,clean
1,51,1,58,clean
2,72,2,978,clean
3,216,3,1062,clean
1,14,1,49,clean
2,520,2,301,clean
1,520,1,293,clean
1,100,1,4931,clean
1,457650,1,4961,clean
1,457650,2,4961,clean
1,457650,1,4961,clean
2,12,2,3333,clean
1,25,1,3483,clean
1,75,1,4961,clean
1,213904,1,2621,clean
1,469221,1,310,clean
3,196,3,4338,clean
1,33123,2,1338,clean
1,457650,1,4961,clean
