@relation 'dataset_feat-weka.filters.unsupervised.attribute.Remove-R2-3,5,8,11'

@attribute comm numeric
@attribute exp numeric
@attribute modd numeric
@attribute mods numeric
@attribute cyco numeric
@attribute addl numeric
@attribute label {defective,clean}

@data
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,10607,1,1742,0,10607,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,20525,1,1742,0,20525,clean
1,22401,1,1742,6611,22401,clean
1,20525,2,1742,0,10974,clean
1,20525,1,1742,0,20525,clean
1,20525,3,1742,2203,14410,clean
3,25,8,1742,849,6474,clean
1,22401,1,1742,6611,22401,clean
1,20525,2,1742,0,10974,clean
1,20525,1,1742,0,20525,clean
1,7308,1,319,128,203,clean
1,659,1,259,58,659,defective
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,22401,1,1742,6611,22401,clean
1,40,1,358,49,10,clean
1,1,1,299,0,1,clean
1,1,1,299,4,1,clean
1,2,1,319,0,1,clean
1,1158,1,299,65,1158,clean
1,378,1,1742,9,378,clean
1,5,2,1742,110,10,clean
1,525,1,299,71,525,clean
1,378,1,1742,9,378,clean
1,3420,1,319,330,57,clean
1,2960,1,319,31,74,clean
1,870,1,358,0,30,clean
1,378,1,1742,9,378,clean
1,185,1,1742,8,185,clean
1,10,2,358,42,7,clean
1,31759,2,358,168,175,clean
2,2,2,358,0,1,clean
1,162,2,1742,4,270,clean
1,378,1,1742,9,378,clean
1,378,1,1742,9,378,clean
1,2960,1,319,31,74,clean
1,1,1,358,0,1,clean
1,40,1,319,0,40,clean
1,2960,1,319,31,74,clean
1,378,1,1742,9,378,clean
1,5,1,358,49,5,clean
2,31759,2,358,321,175,clean
1,15,1,1742,0,15,clean
1,5,1,258,0,5,clean
3,73,4,319,171,71,clean
2,5,2,319,252,3,clean
3,999,3,319,153,409,clean
1,2,1,358,134,2,clean
1,78,1,299,1,78,clean
2,22401,2,1742,6611,11223,clean
1,3875235,1,1742,220,2839,clean
1,3875235,1,1742,220,2839,clean
1,22401,1,1742,6611,22401,clean
1,4,1,299,0,4,clean
1,4,1,299,0,4,clean
1,455,1,259,171,35,clean
1,50,1,258,399,10,clean
1,3875235,1,1742,220,2839,clean
1,9,1,259,19,3,clean
2,294,3,299,44,207,defective
3,9,3,1742,53,2,clean
2,15,2,319,129,92,clean
1,4,1,258,218,4,clean
2,36,2,259,0,20,clean
1,336,1,258,170,56,clean
2,64,2,358,482,267,clean
1,9,1,258,0,3,clean
4,73,5,258,0,35,clean
2,14,2,258,0,28,clean
1,591,1,299,79,591,clean
1,36,1,358,205,9,clean
4,26,4,299,21,20,clean
1,190,1,1742,0,10,clean
2,142,2,319,193,38,defective
1,1,1,258,314,0,clean
3,10,3,259,226,629,defective
1,373246,1,259,102,866,defective
1,1,1,319,16,1,clean
1,74,1,259,0,74,clean
1,1,1,319,0,1,clean
2,29,2,358,0,39,clean
1,1,1,319,0,1,clean
1,105,1,259,0,7,clean
1,1,1,1742,0,1,clean
1,85,1,1742,0,85,clean
1,54,1,358,0,54,defective
1,9,1,319,0,3,clean
2,38,2,319,0,20,clean
1,57,1,358,0,57,clean
1,34,1,258,0,34,defective
1,171,1,319,0,171,clean
2,37,2,319,0,80,clean
1,81,1,258,0,9,clean
1,81,1,258,0,9,clean
1,1,1,259,8,1,clean
1,1,1,319,0,1,clean
1,28,1,258,0,0,clean
1,1,1,319,0,1,clean
1,1,1,319,3,1,clean
2,24,2,258,0,301,defective
1,78,1,299,1,78,clean
1,31,1,259,0,31,clean
1,1,1,319,109,1,clean
1,55,1,358,0,0,clean
2,255,2,258,0,8,clean
1,728,1,299,0,28,clean
1,240,1,259,0,0,clean
1,41,1,319,0,41,clean
1,98,1,319,0,98,clean
1,1,1,258,0,0,clean
1,1,1,258,0,0,clean
1,35,1,358,0,35,clean
1,74,1,1742,0,74,clean
1,30,1,358,0,10,clean
1,59,1,299,0,59,clean
1,16,1,358,0,4,clean
1,18,1,1742,0,3,clean
1,9,1,1742,0,3,clean
1,46,1,358,0,46,clean
1,45,1,258,0,45,clean
2,35,2,358,0,41,clean
1,66,1,259,0,66,clean
1,70,1,259,0,70,clean
2,14,2,1742,0,3,clean
1,5,1,259,0,0,clean
2,20,2,1742,0,24,clean
1,39,1,1742,0,39,clean
1,55,1,299,0,55,clean
1,30,1,358,0,10,clean
1,69,1,259,0,69,clean
1,206,1,259,0,206,clean
1,44,1,1742,0,44,clean
1,35,1,299,0,35,clean
1,33,1,1742,0,33,clean
1,36,1,299,9,18,clean
1,5,1,258,9,5,clean
1,6,1,258,0,3,clean
1,25,1,259,0,5,clean
2,6,2,319,1,2,clean
3,38,3,319,0,19,clean
1,4,1,258,0,4,clean
1,32,1,319,0,32,clean
1,4,1,358,0,2,clean
1,32,1,258,0,32,clean
1,32,1,299,0,32,clean
1,196,1,299,17,196,defective
1,1,1,319,19,1,clean
1,1,1,319,10,1,clean
1,189,1,299,0,0,clean
1,180,1,1742,0,0,clean
1,1,1,319,0,1,clean
1,1,1,319,0,1,clean
1,269,1,259,44,269,clean
1,277,1,259,0,277,clean
1,12,1,358,0,3,clean
1,1,1,319,0,1,clean
1,112,1,358,0,16,clean
1,625,1,1742,0,25,clean
1,10553,1,358,22,173,clean
1,185,1,358,0,0,clean
2,731,12,258,15,126,clean
1,36,1,259,0,6,clean
1,1138,1,299,0,1138,defective
1,1,1,319,0,1,clean
1,12,1,358,0,3,clean
1,12,1,358,0,3,clean
1,1,1,319,0,1,clean
1,60,1,319,0,60,clean
1,10,1,259,0,2,clean
1,117,1,258,0,117,clean
1,107,1,258,0,107,clean
2,117,2,258,0,110,defective
2,30,2,258,0,98,clean
2,40,2,258,41,204,clean
2,18,2,258,1,43,clean
1,220,1,258,0,220,clean
1,164,1,258,6,164,clean
2,20,2,258,0,46,clean
1,169,1,258,0,169,clean
2,13,2,258,0,18,clean
3,25,3,258,8,37,clean
2,19,2,258,1,36,clean
2,19,2,258,0,33,clean
2,4,2,258,0,3,clean
2,18,2,258,0,33,clean
2,13,2,258,0,19,clean
2,28,2,258,9,100,clean
2,31,2,258,9,123,clean
2,18,2,258,3,45,clean
1,1,1,319,11,1,clean
1,1,1,319,0,1,clean
1,1,1,319,23,1,clean
1,1,1,319,46,1,clean
1,1,1,319,0,1,clean
1,3,1,319,0,3,clean
1,66,1,319,0,66,clean
1,3,1,258,0,0,clean
1,48,1,358,0,0,clean
1,16,1,1742,0,16,clean
1,2,1,259,0,2,clean
1,36,1,258,0,36,defective
1,61,1,299,0,61,clean
1,6,1,319,0,6,clean
1,6,1,258,0,0,clean
1,1470,1,1742,0,1470,clean
1,228,1,319,39,228,clean
1,1,1,258,39,1,clean
1,32,1,259,0,32,clean
1,70,1,259,4,70,clean
1,40,1,259,0,40,clean
1,25,1,259,0,5,clean
1,25,1,259,0,5,clean
1,25,1,259,0,5,clean
1,67,1,259,0,0,clean
1,36,1,259,0,6,clean
1,25,1,259,0,5,clean
1,25,1,259,0,5,clean
1,25,1,259,6,5,clean
1,25,1,259,0,5,clean
1,24,1,259,1,4,clean
1,25,1,259,0,5,clean
1,25,1,259,0,5,clean
1,25,1,259,0,5,clean
1,25,1,259,0,5,clean
1,25,1,259,3,5,clean
1,25,1,259,3,5,clean
1,36,1,259,4,6,clean
1,30,1,259,2,5,clean
1,25,1,259,0,5,clean
1,16,1,259,0,4,clean
1,25,1,259,3,5,clean
1,25,1,259,37,5,clean
1,25,1,259,8,5,clean
1,25,1,259,5,5,clean
1,25,1,259,6,5,clean
1,1,1,319,0,1,clean
1,25,1,259,0,5,clean
1,60,1,258,6,60,clean
1,64,1,319,4,64,clean
1,3,1,358,0,1,clean
1,2,1,358,0,2,clean
1,2,1,358,0,2,clean
1,2,1,358,0,2,clean
1,57,1,358,0,57,clean
1,4,1,358,0,1,clean
1,4,1,358,0,1,clean
1,4,1,358,0,1,clean
1,54,1,1742,0,0,clean
1,2,1,358,0,2,clean
1,3,1,358,0,3,clean
1,8,1,358,0,2,clean
1,4,1,358,0,2,clean
1,2,1,358,0,2,clean
1,2,1,358,0,2,clean
1,53,1,1742,0,0,clean
1,3,1,358,0,3,clean
1,2,1,358,0,2,clean
1,2,1,358,0,2,clean
1,3,1,358,0,1,clean
1,2,1,358,0,2,clean
1,2,1,358,0,2,clean
1,2,1,358,0,2,clean
1,2,1,358,0,2,clean
1,2,1,358,0,2,clean
1,1,1,358,0,0,clean
1,2,1,358,0,2,clean
1,53,1,1742,0,0,clean
1,2,1,358,0,2,clean
1,2,1,358,0,2,clean
1,53,1,1742,0,0,clean
1,55,1,358,0,55,clean
1,8,1,358,0,2,clean
1,3,1,358,0,1,clean
1,4,1,358,0,1,clean
1,53,1,1742,0,0,clean
1,54,1,1742,0,0,clean
1,2,1,358,0,2,clean
1,2,1,358,0,2,clean
1,2,1,358,0,2,clean
1,2,1,358,0,2,clean
1,8,1,358,0,2,clean
1,4,1,358,0,1,clean
1,2,1,358,0,2,clean
1,2,1,358,0,2,clean
1,6,1,358,0,2,clean
1,67,1,1742,4,67,defective
1,161,1,1742,8,161,clean
1,153,1,1742,0,153,defective
1,167,1,1742,2,167,defective
1,150,1,1742,2,150,defective
1,97,1,1742,1,97,defective
1,127,1,1742,0,127,defective
1,184,1,1742,2,184,defective
1,401,1,1742,4,401,clean
1,5,1,319,4,5,clean
1,1,1,1742,1,1,clean
1,872,1,1742,0,872,clean
1,4318,1,1742,0,4318,clean
1,20525,1,1742,0,20525,clean
1,112,2,1742,0,208,clean
1,10607,1,1742,0,10607,clean
1,6,1,299,27,6,clean
1,1,1,1742,27,1,clean
1,1649,1,1742,0,1649,clean
1,10,1,258,3,10,clean
1,234,1,1742,0,78,clean
1,16,1,299,0,4,clean
1,6,1,319,0,3,clean
1,88,1,319,0,88,clean
1,78,1,319,0,78,clean
1,32,1,1742,0,32,clean
1,60,1,319,0,20,clean
1,37,1,1742,0,37,clean
1,46,1,1742,0,46,clean
1,2,1,319,0,2,clean
1,60,1,319,0,20,clean
1,61,1,299,0,61,clean
1,4,1,258,0,2,clean
1,4,1,258,0,2,clean
1,1,1,319,16,1,clean
1,25,1,259,0,5,clean
1,25,1,259,0,5,clean
1,16,1,358,0,8,defective
1,1,1,319,0,1,clean
1,4,1,319,1,2,clean
1,1,1,258,0,0,clean
1,107,1,1742,0,107,clean
1,25,1,259,0,5,clean
1,390,1,358,225,13,clean
1,1,1,319,0,1,clean
1,25,1,259,0,5,clean
1,10607,1,1742,0,10607,clean
1,376,1,299,0,47,clean
1,376,1,299,0,47,clean
1,376,1,299,0,47,clean
1,550,1,358,23,11,clean
1,1,1,319,28,1,clean
1,1,1,319,27,1,clean
1,1,1,319,0,1,clean
1,1,1,319,0,1,clean
2,360,2,319,33,147,defective
1,9,1,258,301,9,clean
1,11,1,299,286,0,clean
3,45,3,1742,53,6,clean
1,13,1,319,56,13,clean
2,3,2,258,25,17,clean
1,1,1,319,0,1,clean
1,1,1,319,0,1,clean
2,16,2,358,152,8,defective
1,11,1,299,286,0,clean
1,18,1,1742,292,18,defective
1,918,1,258,69,51,defective
2,4,2,258,0,8,clean
1,132,1,258,11,132,clean
6,1611,7,358,132,155,defective
1,3721,1,299,168,61,clean
2,175,3,258,35,32,clean
1,12,1,358,45,12,defective
1,49770,2,299,127,451,defective
1,6,4,319,52,6,clean
1,446,1,258,72,446,defective
1,9,2,259,63,3,clean
1,1,1,319,0,1,clean
1,193,1,258,19,193,clean
1,1,1,259,2,1,clean
1,1,1,259,0,1,clean
1,1,1,259,1,1,clean
1,1,1,259,0,1,clean
2,12,2,358,0,0,clean
1,24,1,259,1,4,clean
1,1,1,259,0,1,clean
1,289,1,358,2,17,clean
1,127,1,299,0,127,clean
1,40,1,258,0,40,clean
1,25,1,259,0,5,clean
1,16,1,259,0,4,clean
1,1,1,259,0,1,clean
1,1,1,259,0,1,clean
1,1,1,319,0,1,clean
1,25,1,259,3,5,clean
1,3875235,1,1742,220,2839,clean
1,1172296,2,1742,110,2318,clean
1,3875235,1,1742,220,2839,clean
1,1172296,2,1742,110,2318,clean
1,1172296,2,1742,110,2318,clean
1,1172296,2,1742,110,2318,clean
1,1172296,2,1742,110,2318,clean
1,1172296,2,1742,110,2318,clean
1,1172296,2,1742,110,2318,clean
1,1172296,2,1742,110,2318,clean
1,1172296,2,1742,110,2318,clean
1,1172296,2,1742,110,2318,clean
1,1172296,2,1742,110,2318,clean
1,1172296,2,1742,110,2318,clean
1,1172296,2,1742,110,2318,clean
1,1172296,2,1742,110,2318,clean
1,1172296,2,1742,110,2318,clean
1,3875235,1,1742,220,2839,clean
1,11663,1,1742,0,107,clean
1,11663,1,1742,0,107,clean
1,49,1,258,2,49,clean
1,77070,1,299,260,1101,clean
1,1,1,259,166,1,clean
1,20,1,319,46,20,clean
1,36,1,259,0,36,clean
1,32,1,319,0,32,clean
1,8532,1,258,0,108,defective
1,70,1,258,19,10,clean
1,1,1,319,1,1,clean
1,5,1,258,0,0,clean
1,25,1,358,104,5,defective
1,480,1,299,104,15,clean
2,1,4,358,28,6,defective
1,27,2,299,52,12,clean
1,870,1,1742,3,10,defective
1,69,1,1742,0,3,clean
1,2,1,258,0,0,clean
1,2,1,258,0,0,clean
1,30,1,358,110,3,clean
1,18,3,358,70,11,clean
1,8,3,258,10,8,clean
1,1,1,319,23,1,clean
2,6,4,258,8,8,clean
1,5,1,358,49,5,clean
1,1,1,319,0,1,clean
1,150,1,259,0,150,clean
1,120,1,259,0,120,clean
1,54,1,259,1,54,clean
1,58,1,259,3,58,clean
1,36,1,259,0,36,clean
2,77,2,259,0,38,clean
1,25,1,259,3,5,clean
1,36,1,259,4,6,clean
1,1,1,319,1,1,clean
1,1,1,319,3,1,clean
1,1,1,319,3,1,clean
1,1,1,319,0,1,clean
1,1,1,319,0,1,clean
1,3,1,258,3,3,clean
1,1,1,258,0,0,clean
1,30,1,259,2,5,clean
1,52,1,319,1,52,defective
1,9,1,258,0,3,clean
1,168,1,358,1,24,clean
1,105,1,358,0,105,clean
1,1,1,258,0,1,clean
