@relation 'dataset_feat-weka.filters.unsupervised.attribute.Remove-R4,9'

@attribute comm numeric
@attribute adev numeric
@attribute ddev numeric
@attribute oexp numeric
@attribute modd numeric
@attribute mods numeric
@attribute nloc numeric
@attribute addl numeric
@attribute reml numeric
@attribute label {defective,clean}

@data
1,1,1,125,2,73,453,31,31,clean
1,1,2,113,1,207,1084,3,110,clean
3,3,1,113,3,73,148,13,24,defective
3,3,3,78,3,99,162,19,21,clean
1,1,4,22,2,97,142,5,5,clean
1,1,5,465,2,162,45,41,191,clean
1,1,1,3060,1,73,1901,3060,0,defective
1,1,2,24,3,99,1558,2,5,clean
1,1,3,14,1,207,7,14,0,clean
1,1,1,286,1,73,867,211,75,defective
1,1,2,614,1,99,1156,307,307,clean
1,1,3,3,1,97,1195,2,1,clean
1,1,1,8,2,73,756,0,4,clean
1,1,1,29,1,73,355,14,15,clean
2,2,2,79,2,81,429,37,2,defective
1,1,3,236,1,99,467,118,118,clean
1,1,4,17,1,97,472,9,8,clean
1,1,5,11,1,162,797,8,3,defective
1,1,1,3060,1,73,1901,3060,0,defective
1,1,2,38,1,81,414,35,3,defective
2,2,4,3370,5,99,1511,388,380,defective
1,1,5,481,1,97,0,0,481,clean
3,3,6,218,6,162,1719,20,16,defective
1,1,7,302,2,207,1796,14,136,clean
1,1,1,23,1,73,361,16,7,defective
1,1,2,43,1,81,346,2,41,defective
1,1,3,236,1,99,467,118,118,clean
1,1,4,43,1,97,655,27,16,defective
1,1,5,4,1,162,799,2,2,defective
3,3,6,168,4,207,488,21,20,defective
1,1,1,23,1,73,361,16,7,defective
1,1,2,5,1,81,348,3,2,defective
1,1,3,236,1,99,467,118,118,clean
3,3,1,84,3,73,695,17,10,defective
1,1,2,348,1,99,888,174,174,clean
4,4,4,90,4,162,1139,57,13,defective
2,2,5,56,2,207,1239,8,20,clean
1,1,1,46,1,73,491,25,21,defective
1,1,2,302,1,99,463,151,151,clean
1,1,3,57,1,97,528,46,11,defective
2,2,5,60,2,162,625,36,15,defective
1,1,6,1203,1,207,745,1203,0,defective
1,1,1,107,1,73,422,67,40,defective
2,2,2,53,2,81,447,15,11,defective
7,7,4,204,9,99,492,54,55,defective
1,1,5,52,2,97,597,11,15,clean
1,1,6,20,1,162,481,10,10,clean
3,3,7,2129,7,207,380,91,212,clean
1,1,1,135,1,73,842,72,63,defective
1,1,2,21,1,97,983,9,12,clean
1,1,1,483,1,73,0,0,483,clean
1,1,2,134,1,81,881,133,1,defective
1,1,3,662,2,99,633,165,165,clean
7,7,4,320,9,97,383,2,32,clean
2,2,5,63,2,207,1097,10,21,clean
1,1,1,483,1,73,0,0,483,clean
6,6,1,3909,6,73,648,614,36,defective
8,8,2,449,14,81,446,25,6,defective
16,16,6,66,27,99,982,96,93,defective
13,13,8,704,30,97,525,17,13,defective
20,20,13,1582,33,162,744,39,46,defective
25,25,14,4506,43,207,587,40,64,defective
2,2,1,138,2,73,1161,47,21,defective
6,6,2,344,6,81,1287,40,17,defective
1,1,3,1150,1,99,1713,881,269,defective
1,1,4,19,1,97,1742,18,1,defective
5,5,6,64,5,162,1801,28,18,clean
2,2,7,114,2,207,1937,33,24,clean
2,2,1,50,2,73,489,13,11,defective
1,1,2,302,1,99,463,151,151,clean
2,2,4,37,2,97,549,34,12,defective
5,5,6,106,5,162,624,36,13,defective
3,3,7,1237,4,207,732,308,0,defective
1,1,1,411,2,73,129,205,0,defective
2,2,2,13,2,97,260,4,2,clean
2,2,3,445,3,207,87,1,147,clean
1,1,1,108,1,81,850,59,49,defective
1,1,2,24,1,207,285,23,1,clean
1,1,1,22,1,81,114,11,11,clean
1,1,2,56,1,99,114,28,28,clean
1,1,1,109,1,81,225,59,50,defective
4,4,1,335,4,81,362,49,34,defective
3,3,3,172,3,99,407,44,40,defective
1,1,1,47,1,81,647,42,5,defective
2,2,3,458,2,99,725,212,114,defective
1,1,1,2,1,81,647,2,0,clean
1,1,2,16,1,97,751,6,10,clean
1,1,3,125,1,162,682,10,115,clean
5,5,4,2453,6,207,342,255,153,defective
3,3,1,168,4,81,566,25,16,defective
2,2,2,320,2,99,970,80,80,defective
1,1,3,9,1,162,1024,4,5,clean
3,3,4,662,4,207,678,93,71,defective
1,1,1,5,1,81,740,5,0,clean
4,4,4,7,9,99,1048,256,256,defective
4,4,5,266,6,97,442,26,17,defective
6,6,7,155,7,162,1424,42,11,defective
8,8,9,1342,17,207,1124,37,42,defective
1,1,1,134,1,81,881,133,1,defective
1,1,1,134,1,81,881,133,1,defective
3,3,2,532,3,97,658,8,168,defective
1,1,1,56,1,81,745,45,11,clean
1,1,2,348,1,99,888,174,174,clean
2,2,3,162,2,207,1319,12,69,defective
1,1,1,18,1,81,11,14,4,defective
1,1,2,25,1,99,3450,20,5,clean
1,1,3,12,1,97,367,6,6,clean
4,4,6,3,5,207,759,18,25,defective
1,1,1,134,1,81,881,133,1,defective
2,2,3,3,2,162,901,1,1,clean
1,1,1,134,1,81,881,133,1,defective
1,1,2,26,1,207,1208,10,16,clean
1,1,1,134,1,81,881,133,1,defective
4,4,1,31,4,81,189,6,1,defective
2,2,3,82,2,99,198,21,21,clean
1,1,4,366,1,162,71,76,290,clean
1,1,5,1203,1,207,745,1203,0,defective
1,1,1,13,1,81,179,5,8,defective
1,1,2,13,1,99,180,7,6,defective
1,1,1,13,1,81,179,5,8,defective
1,1,1,25,1,81,165,25,0,defective
2,2,3,78,2,99,165,21,20,clean
2,2,4,262,2,162,104,17,114,clean
1,1,1,2,1,81,194,1,1,clean
1,1,2,4,1,99,194,2,2,clean
1,1,1,24,1,81,813,23,1,defective
2,2,2,12,2,99,918,4,2,defective
1,1,1,134,1,81,881,133,1,defective
2,2,1,20,2,81,165,8,2,defective
1,1,2,25,1,99,3450,20,5,clean
1,1,3,12,1,97,367,6,6,clean
1,1,4,13,2,162,1730,4,2,clean
4,4,6,211,5,207,757,18,25,defective
1,1,1,24,1,81,813,23,1,defective
2,2,2,7,2,99,949,2,1,clean
1,1,3,46,1,97,995,23,23,clean
1,1,1,3,1,81,114,3,0,clean
1,1,2,332,2,207,64,82,84,clean
1,1,1,5,1,81,558,0,5,clean
1,1,1,19,1,81,228,19,0,defective
1,1,2,142,1,99,228,71,71,clean
1,1,3,174,1,162,272,114,60,clean
4,4,1,117,4,81,186,21,8,defective
1,1,2,4,1,99,194,2,2,clean
1,1,3,28,1,97,203,13,15,clean
2,2,4,409,2,162,97,58,146,clean
1,1,5,210,1,207,0,0,210,clean
1,1,1,2,1,81,27,2,0,clean
1,1,2,24,1,97,0,0,24,clean
1,1,1,2,1,81,114,2,0,clean
1,1,2,5,1,162,94,1,4,clean
1,1,1,2,1,81,66,2,0,clean
1,1,2,5,1,162,70,1,4,clean
1,1,1,2,1,81,16,2,0,clean
1,1,2,4,1,162,24,1,3,clean
1,1,3,119,1,207,0,0,119,clean
1,1,1,19,1,81,228,19,0,defective
1,1,2,142,1,99,228,71,71,clean
1,1,3,174,1,162,272,114,60,clean
1,1,1,31,1,81,0,0,31,clean
2,2,1,17,4,81,133,1,2,defective
1,1,2,408,1,99,922,204,204,clean
3,3,3,39,4,97,51,2,7,defective
1,1,4,9,1,162,160,4,5,clean
3,3,5,188,3,207,862,16,46,clean
1,1,1,2,1,81,149,1,1,clean
1,1,2,64,1,99,149,32,32,clean
1,1,1,11,1,81,786,7,4,defective
1,1,2,33,2,97,2224,16,0,clean
1,1,3,52,1,162,1085,48,4,defective
1,1,4,430,3,207,1396,83,59,defective
2,2,1,137,2,81,876,68,0,defective
3,3,2,59,6,97,504,5,4,clean
1,1,3,4,1,162,163,2,2,clean
2,2,4,348,6,207,614,2,55,clean
1,1,1,103,1,81,399,88,15,defective
1,1,2,236,1,99,467,118,118,clean
1,1,3,10,1,97,146,5,5,clean
1,1,4,268,2,162,410,25,109,clean
1,1,1,134,1,81,881,133,1,defective
5,5,2,56,5,97,566,4,6,clean
1,1,3,3,1,162,102,3,0,clean
5,5,4,359,9,207,556,2,37,clean
1,1,1,103,1,81,399,88,15,defective
1,1,2,236,1,99,467,118,118,clean
1,1,3,11,1,97,166,6,5,clean
1,1,4,295,2,162,410,23,124,clean
2,2,1,127,2,81,171,48,15,defective
2,2,1,244,2,81,518,92,30,defective
1,1,2,70,1,97,152,58,12,clean
5,5,4,335,8,162,321,36,28,defective
5,5,5,1591,9,207,495,135,41,defective
1,1,1,134,1,81,881,133,1,defective
1,1,2,43,2,99,761,0,21,clean
1,1,1,134,1,81,881,133,1,defective
1,1,2,48,1,99,110,24,24,clean
3,3,3,26,3,97,578,4,4,clean
1,1,4,7,1,162,133,7,0,clean
2,2,5,349,6,207,605,2,55,clean
1,1,1,134,1,81,881,133,1,defective
2,2,2,57,2,99,497,14,14,clean
5,5,3,35,5,97,746,3,3,clean
3,3,4,393,7,207,716,3,53,clean
1,1,1,134,1,81,881,133,1,defective
1,1,2,48,1,99,110,24,24,clean
5,5,3,35,6,97,738,3,2,clean
1,1,4,2,1,162,116,2,0,clean
3,3,5,349,7,207,528,2,47,clean
1,1,1,103,1,81,399,88,15,defective
1,1,2,236,1,99,467,118,118,clean
1,1,3,12,1,97,139,6,6,clean
1,1,4,271,2,162,412,30,105,clean
2,2,1,237,2,81,640,110,8,defective
1,1,2,10,1,97,203,5,5,clean
2,2,3,431,3,162,621,36,107,clean
1,1,1,458,1,99,739,229,229,clean
1,1,2,344,1,162,899,224,120,defective
2,2,1,78,2,99,141,19,19,clean
1,1,1,114,1,99,266,57,57,clean
3,3,2,116,3,162,277,16,22,defective
1,1,3,26,1,207,238,2,24,clean
6,6,2,309,6,99,403,38,26,defective
2,2,3,14,2,97,418,3,4,defective
5,5,4,238,5,162,417,22,25,defective
2,2,5,147,2,207,468,19,54,clean
2,2,2,348,2,99,934,93,91,defective
1,1,3,23,1,162,1037,11,12,defective
1,1,1,348,1,99,888,174,174,clean
1,1,1,458,1,99,725,229,229,clean
3,3,2,103,3,162,756,19,15,clean
2,2,2,4,5,99,503,4,0,clean
1,1,3,33,1,97,2410,17,16,clean
3,3,4,2501,3,207,960,22,811,clean
1,1,1,8,1,99,2404,8,0,clean
1,1,2,66,2,97,2410,17,16,clean
1,1,1,348,1,99,888,174,174,clean
1,1,2,13,1,97,979,12,1,defective
1,1,3,2,1,162,1022,1,1,clean
5,5,4,553,5,207,1284,55,55,defective
1,1,1,44,1,99,641,22,22,defective
1,1,2,186,2,97,635,68,25,defective
2,2,4,64,2,162,790,142,62,defective
1,1,1,18,1,99,37,9,9,clean
7,7,3,21,14,99,417,46,36,defective
5,5,4,79,5,97,912,12,3,defective
4,4,6,245,5,162,793,98,92,defective
7,7,7,1315,8,207,656,75,88,clean
2,2,2,476,3,99,499,81,82,clean
1,1,1,48,1,99,110,24,24,clean
1,1,2,16,2,162,113,3,4,clean
1,1,3,3,1,207,136,2,1,clean
2,2,1,40,2,99,18,19,1,clean
1,1,2,1,1,162,19,1,0,clean
1,1,1,14,1,99,7,14,0,clean
1,1,2,4,1,97,7,2,2,clean
1,1,3,1,1,162,8,1,0,clean
1,1,1,197,1,99,289,105,92,defective
1,1,2,97,1,97,300,57,40,defective
1,1,3,53,1,162,302,25,28,defective
2,2,4,1260,4,207,473,187,127,clean
1,1,1,43,1,99,205,18,25,clean
2,2,2,10,2,99,319,11,10,clean
2,2,3,23,2,97,1882,8,3,clean
2,2,5,13,2,162,323,6,3,clean
1,1,1,64,1,99,149,32,32,clean
1,1,2,12,1,162,171,9,3,defective
3,3,3,83,3,207,376,24,3,defective
1,1,1,30,1,99,970,28,2,defective
1,1,2,2,1,162,1052,1,1,clean
4,4,3,6,4,99,1716,223,68,defective
3,3,4,10,3,97,1727,2,1,defective
2,2,5,244,2,162,1889,82,39,defective
1,1,6,110,1,207,1946,65,45,clean
1,1,1,34,1,99,318,17,17,clean
1,1,1,10,1,99,320,6,4,clean
1,1,1,32,1,97,3445,17,15,defective
2,2,1,16,2,97,1,7,1,clean
1,1,2,1,1,162,2,1,0,clean
1,1,3,13,1,207,0,0,13,clean
2,2,1,15,3,97,122,3,1,clean
1,1,2,18,1,162,9,1,17,clean
1,1,1,32,1,97,3445,17,15,defective
1,1,2,16,1,207,3450,5,11,clean
1,1,1,12,1,97,367,6,6,clean
1,1,2,4,1,162,378,1,3,clean
1,1,1,6,1,97,75,3,3,clean
1,1,2,5,1,162,86,1,4,clean
2,2,1,21,3,97,154,4,2,clean
1,1,2,30,2,162,5,6,8,clean
2,2,4,4,2,207,1725,4,5,clean
1,1,1,8,1,97,8,8,0,clean
1,1,2,18,1,162,9,1,17,clean
1,1,1,12,1,97,1,12,0,clean
1,1,2,1,1,162,2,1,0,clean
1,1,3,13,1,207,0,0,13,clean
2,2,1,13,2,97,228,4,2,clean
1,1,1,7,1,97,103,5,2,clean
1,1,2,5,1,162,102,1,4,clean
1,1,1,4,1,97,8,2,2,clean
1,1,2,1,1,162,9,1,0,clean
2,2,1,112,2,97,234,47,8,defective
2,2,2,282,3,207,757,22,71,clean
1,1,1,13,1,97,979,12,1,defective
1,1,2,2,1,162,1022,1,1,clean
4,4,3,583,5,207,1232,55,60,defective
1,1,1,84,1,97,343,33,51,clean
2,2,2,98,2,162,524,23,26,clean
3,3,3,275,3,207,497,21,70,clean
1,1,1,481,1,97,0,0,481,clean
1,1,2,120,2,207,148,6,54,clean
2,2,1,117,2,97,650,58,0,defective
3,3,2,48,3,162,711,11,5,defective
2,2,3,1972,4,207,860,213,279,defective
3,3,2,10,6,97,671,26,11,defective
2,2,4,2,2,162,1000,3,1,clean
2,2,6,1461,4,207,797,224,158,defective
1,1,1,26,1,97,673,26,0,clean
1,1,2,8,1,162,800,7,1,clean
1,1,3,1406,2,207,801,415,288,defective
2,2,2,11,2,97,525,70,36,defective
3,3,3,249,3,162,778,62,20,defective
1,1,4,1406,2,207,801,415,288,defective
1,1,1,33,2,97,2224,16,0,clean
1,1,2,430,3,207,1396,83,59,defective
2,2,1,52,3,97,2313,11,6,clean
1,1,2,52,1,162,1085,48,4,defective
2,2,4,430,5,207,1599,51,35,defective
2,2,1,86,2,97,476,25,17,defective
3,3,2,548,3,207,437,7,175,defective
1,1,1,32,1,97,3445,17,15,defective
2,2,1,3,2,97,8,1,0,clean
1,1,2,18,1,162,9,1,17,clean
2,2,1,238,5,97,573,40,7,defective
1,1,2,3,1,162,121,3,0,clean
2,2,3,348,6,207,601,2,55,clean
3,3,1,268,7,97,442,31,7,clean
2,2,2,348,6,207,598,2,55,clean
2,2,2,6,2,162,8,3,8,clean
1,1,3,36,2,207,42,3,14,clean
1,1,1,6,1,162,1037,5,1,clean
1,1,1,80,4,162,53,20,0,clean
1,1,2,1147,5,207,81,143,85,clean
1,1,1,80,4,162,53,20,0,clean
1,1,2,1147,5,207,81,143,85,clean
1,1,1,80,4,162,53,20,0,clean
1,1,2,1147,5,207,81,143,85,clean
1,1,1,18,1,162,9,1,17,clean
1,1,1,67,1,162,1153,53,14,clean
1,1,1,151,1,162,512,99,52,defective
2,2,2,1365,4,207,312,210,130,clean
2,2,1,823,2,162,741,181,230,defective
1,1,2,11,1,207,765,5,6,clean
1,1,1,38,2,162,563,16,2,defective
1,1,1,4,1,162,1,4,0,clean
2,2,2,19,2,162,10,10,0,clean
1,1,1,19,1,162,0,0,19,clean
1,1,1,1,1,162,47,1,0,clean
1,1,1,1,1,162,22,1,0,clean
1,1,1,1,1,162,12,1,0,clean
1,1,1,1,1,162,44,1,0,clean
1,1,1,1,1,162,7,1,0,clean
1,1,1,1,1,162,3,1,0,clean
1,1,1,1,1,162,7,1,0,clean
1,1,1,1,1,162,10,1,0,clean
2,2,2,7,2,207,9,2,1,clean
1,1,1,1,1,162,19,1,0,clean
1,1,1,1,1,162,23,1,0,clean
1,1,1,1,1,162,6,1,0,clean
1,1,1,1,1,162,45,1,0,clean
1,1,1,1,1,162,4,1,0,clean
2,2,2,9,2,162,2,5,0,clean
1,1,1,1,1,162,4,1,0,clean
1,1,1,1,1,162,8,1,0,clean
1,1,1,151,1,162,512,99,52,defective
7,7,2,1682,12,207,654,72,67,clean
1,1,1,87,1,162,69,87,0,defective
1,1,2,17,1,207,61,1,16,clean
1,1,1,36,1,162,160,8,28,clean
1,1,1,36,1,162,160,8,28,clean
1,1,1,152,1,162,922,136,16,defective
2,2,2,391,4,207,763,83,14,clean
1,1,1,12,1,162,1,12,0,clean
1,1,1,7,1,162,12,7,0,clean
1,1,1,5,1,162,18,5,0,clean
1,1,2,30,1,207,0,0,30,clean
2,2,2,30,2,162,1,7,8,clean
1,1,1,75,1,162,8,75,0,clean
1,1,1,32,1,162,445,32,0,clean
2,2,2,134,2,207,290,60,6,defective
1,1,1,32,1,162,445,32,0,clean
1,1,1,32,1,162,445,32,0,clean
2,2,1,52,3,162,711,12,5,defective
2,2,2,1972,4,207,860,213,279,defective
1,1,1,6,1,162,382,6,0,clean
3,3,2,853,3,207,356,264,20,clean
1,1,1,75,1,162,8,75,0,clean
2,2,2,168,4,207,160,10,31,clean
1,1,1,8,1,162,800,7,1,clean
1,1,2,1406,2,207,801,415,288,defective
1,1,1,6,1,162,382,6,0,clean
3,3,2,853,3,207,356,264,20,clean
1,1,1,30,1,162,1,14,16,clean
1,1,1,1,1,162,9,1,0,clean
1,1,1,14,1,162,512,12,2,clean
1,1,2,760,2,207,483,345,34,clean
1,1,1,75,1,162,8,75,0,clean
2,2,2,168,4,207,160,10,31,clean
2,2,1,18,2,162,728,9,0,clean
1,1,2,1406,2,207,801,415,288,defective
1,1,1,6,1,162,250,6,0,clean
2,2,2,1594,3,207,679,466,65,defective
1,1,1,6,1,162,250,6,0,clean
1,1,2,715,2,207,454,287,70,clean
1,1,1,6,1,162,250,6,0,clean
1,1,2,715,2,207,454,287,70,clean
1,1,1,98,3,162,490,11,21,clean
2,2,2,98,2,162,23,41,11,clean
1,1,3,119,1,207,0,0,119,clean
1,1,1,120,2,207,486,6,54,clean
1,1,1,1351,1,207,1007,1351,0,clean
4,4,1,164,13,207,913,10,2,clean
1,1,1,84,1,207,21,84,0,defective
2,2,1,4948,3,207,1203,864,784,clean
2,2,1,287,2,207,1095,138,5,defective
1,1,1,190,1,207,101,190,0,clean
1,1,1,8,2,207,426,4,0,clean
1,1,1,4,1,207,55,4,0,clean
1,1,1,1351,1,207,1007,1351,0,clean
1,1,1,1351,1,207,1007,1351,0,clean
1,1,1,20,1,207,2,20,0,clean
3,3,1,108,3,207,366,30,5,clean
3,3,1,1428,5,207,401,170,115,clean
3,3,1,1258,3,207,1089,410,8,clean
1,1,1,306,3,207,298,101,1,clean
1,1,1,306,3,207,285,101,1,clean
1,1,1,306,3,207,275,101,1,clean
1,1,1,306,3,207,288,101,1,clean
1,1,1,306,3,207,274,101,1,clean
1,1,1,306,3,207,281,101,1,clean
2,2,1,307,4,207,240,76,0,clean
3,3,1,211,3,207,103,68,2,clean
3,3,1,27,3,207,106,7,1,clean
1,1,1,20,1,207,324,20,0,clean
1,1,1,10,1,207,1212,10,0,clean
2,2,1,443,2,207,256,214,7,clean
2,2,1,193,2,207,106,96,0,clean
2,2,1,379,2,207,1253,115,74,defective
1,1,1,190,1,207,101,190,0,clean
2,2,1,151,2,207,410,14,61,clean
2,2,1,207,2,207,102,101,2,clean
4,4,1,839,5,207,838,164,3,clean
4,4,1,207,4,207,109,50,1,clean
1,1,1,10,1,207,1212,10,0,clean
3,3,1,28,3,207,958,4,4,clean
2,2,1,30,2,207,107,10,4,clean
2,2,1,176,2,207,319,24,64,clean
2,2,1,53,2,207,1377,8,18,clean
2,2,1,487,3,207,661,92,70,defective
2,2,1,487,3,207,661,92,70,defective
2,2,1,487,3,207,661,92,70,defective
2,2,1,487,3,207,661,92,70,defective
2,2,1,487,3,207,661,92,70,defective
2,2,1,487,3,207,661,92,70,defective
2,2,1,487,3,207,661,92,70,defective
2,2,1,487,3,207,661,92,70,defective
2,2,1,487,3,207,661,92,70,defective
2,2,1,487,3,207,661,92,70,defective
1,1,1,814,1,207,407,718,96,clean
1,1,1,814,1,207,407,718,96,clean
1,1,1,9,1,207,1501,7,2,clean
2,2,1,104,2,207,2102,12,40,clean
1,1,1,18,1,207,10,18,0,clean
1,1,1,288,1,207,201,288,0,clean
1,1,1,6,1,207,99,6,0,clean
2,2,1,176,2,207,319,24,64,clean
2,2,1,1203,3,207,294,249,151,clean
1,1,1,84,1,207,21,84,0,defective
1,1,1,18,1,207,8,18,0,clean
1,1,1,25,1,207,18,25,0,clean
1,1,1,156,1,207,76,156,0,clean
1,1,1,343,1,207,138,343,0,clean
1,1,1,66,1,207,49,66,0,clean
1,1,1,9,1,207,4,9,0,clean
1,1,1,51,1,207,31,51,0,clean
1,1,1,14,1,207,7,14,0,clean
1,1,1,10,1,207,5,10,0,clean
1,1,1,71,1,207,6,71,0,clean
1,1,1,20,1,207,2,20,0,clean
1,1,1,1203,1,207,745,1203,0,defective
4,4,1,875,4,207,748,213,5,clean
3,3,1,656,3,207,939,212,6,clean
2,2,2,3,2,207,21,43,0,defective
1,1,1,6,1,207,138,6,0,clean
1,1,1,120,2,207,148,6,54,clean
1,1,1,145,2,207,147,18,54,clean
2,2,1,204,3,207,197,66,1,defective
1,1,1,1203,1,207,745,1203,0,defective
3,3,1,100,4,207,848,22,2,defective
1,1,1,193,1,207,440,193,0,defective
2,2,1,193,2,207,107,96,0,clean
7,7,1,495,12,207,1305,36,4,defective
1,1,1,26,1,207,693,21,5,clean
1,1,1,77,1,207,1362,77,0,clean
1,1,1,8,1,207,207,5,3,clean
1,1,1,32,1,207,207,32,0,defective
3,3,1,86,3,207,449,25,3,clean
2,2,1,17,2,207,107,5,3,clean
5,5,1,73,7,207,276,5,4,clean
1,1,1,26,2,207,280,8,5,clean
1,1,1,26,1,207,1208,10,16,clean
1,1,1,2,1,11,60,2,0,clean
3,3,2,104,3,23,16,34,0,clean
4,4,3,2000,11,115,45,91,90,clean
1,1,1,66,1,11,90,55,11,clean
7,7,2,3566,17,115,77,104,105,clean
1,1,1,217,2,11,254,108,0,clean
3,3,2,49,4,23,400,11,0,clean
5,5,3,2418,6,115,251,139,263,clean
1,1,4,4,1,9,558,2,2,clean
1,1,5,6,1,2,558,3,3,clean
2,2,6,10,2,2,558,2,2,clean
1,1,1,40,2,11,414,13,6,clean
8,8,1,412,10,11,421,36,5,defective
1,1,1,80,1,11,453,66,14,clean
6,6,2,3129,8,23,463,132,259,defective
5,5,3,729,6,115,318,66,55,clean
1,1,1,24,1,11,317,24,0,clean
14,14,2,1715,19,115,376,42,48,defective
2,2,1,102,2,11,64,50,0,clean
3,3,1,106,3,11,79,35,0,clean
1,1,1,67,1,11,21,67,0,clean
3,3,1,37,5,23,122,6,0,clean
15,15,2,5454,46,115,60,62,55,defective
1,1,3,6,1,9,46,5,1,clean
1,1,1,23,1,23,13,2,21,clean
1,1,1,13,1,23,308,13,0,clean
2,2,1,102,2,23,205,51,0,clean
12,12,2,5780,28,115,102,92,114,clean
1,1,1,6,1,23,304,5,1,clean
2,2,1,52,2,23,303,13,13,clean
1,1,1,12,1,23,423,12,0,clean
1,1,2,173,1,115,616,95,78,clean
1,1,1,23,1,23,13,2,21,clean
5,5,2,448,5,115,246,45,44,clean
2,2,3,20,2,9,12,5,5,clean
1,1,1,15,1,23,0,15,0,clean
2,2,2,201,2,115,6,12,88,clean
1,1,1,100,1,23,16,100,0,clean
1,1,2,63,1,115,32,60,3,clean
1,1,1,29,1,23,394,29,0,clean
2,2,2,2447,3,115,230,371,444,clean
1,1,1,29,1,23,394,29,0,clean
2,2,2,2447,3,115,230,371,444,clean
1,1,1,15,3,23,373,4,1,clean
1,1,2,935,3,115,377,156,155,clean
1,1,1,29,1,23,394,29,0,clean
1,1,1,22,1,23,13,22,0,clean
1,1,2,28,1,115,0,0,28,clean
1,1,1,20,1,23,10,20,0,clean
1,1,1,12,1,23,423,12,0,clean
1,1,2,173,1,115,616,95,78,clean
1,1,1,14,1,23,15,5,9,clean
1,1,1,40,1,23,23,40,0,clean
1,1,1,418,1,115,13,209,209,clean
1,1,1,168,1,115,19,83,85,clean
1,1,1,418,1,115,13,209,209,clean
1,1,1,135,1,115,72,135,0,clean
1,1,2,5,1,9,72,5,0,clean
1,1,1,31,1,115,400,19,12,clean
1,1,1,20,1,115,74,11,9,clean
4,4,1,361,5,115,92,54,18,defective
1,1,2,48,1,9,135,34,14,clean
2,2,1,1229,2,115,411,311,303,clean
1,1,1,168,1,115,1803,87,81,clean
6,6,1,47,6,115,18,5,2,clean
1,1,1,15,1,115,13,9,6,clean
1,1,1,14,1,115,35,12,2,clean
1,1,1,14,1,115,60,12,2,clean
1,1,1,14,1,115,12,12,2,clean
2,2,1,2447,3,115,230,371,444,clean
2,2,1,23,2,115,58,9,2,clean
1,1,1,10,1,115,233,9,1,clean
1,1,1,31,1,115,14,31,0,clean
3,3,1,212,4,115,60,53,0,clean
3,3,1,45,3,115,8,12,2,clean
2,2,1,326,3,115,84,93,15,defective
1,1,1,94,1,115,97,62,32,clean
1,1,1,10,1,115,49,10,0,clean
7,7,1,1362,9,115,410,78,73,defective
1,1,1,256,2,115,90,69,58,clean
1,1,2,5,1,9,72,5,0,clean
2,2,1,45,2,115,12,22,0,clean
1,1,1,116,1,115,27,58,58,clean
1,1,1,116,1,115,27,58,58,clean
1,1,1,116,1,115,27,58,58,clean
1,1,1,116,1,115,27,58,58,clean
2,2,1,45,2,115,12,20,2,clean
2,2,1,131,2,115,15,50,15,clean
2,2,1,37,2,115,4,17,1,clean
2,2,1,36,2,115,24,13,5,clean
3,3,1,182,3,115,21,30,30,clean
3,3,1,43,3,115,39,10,4,clean
2,2,1,16,2,115,121,6,1,clean
1,1,1,31,1,115,5,31,0,clean
2,2,1,49,2,115,13,22,2,clean
1,1,1,15,1,115,13,9,6,clean
2,2,1,108,2,115,18,40,13,defective
1,1,1,100,1,115,25,100,0,clean
1,1,1,91,1,115,24,91,0,clean
1,1,1,34,1,115,9,34,0,clean
2,2,1,55,2,115,16,24,3,defective
2,2,1,34,2,115,4,15,1,clean
3,3,1,18,3,115,18,5,1,clean
2,2,1,54,2,115,20,25,2,clean
1,1,1,15,1,115,15,9,6,clean
2,2,1,17,2,115,15,5,3,clean
1,1,1,30,1,115,6,30,0,clean
2,2,1,136,2,115,23,57,10,clean
2,2,1,39,2,115,8,17,2,clean
2,2,1,19,2,115,0,9,0,clean
2,2,1,140,2,115,20,49,21,defective
2,2,1,65,2,115,38,30,2,clean
2,2,1,16,2,115,64,6,1,clean
2,2,1,44,2,115,1,5,16,clean
2,2,1,16,2,115,12,6,1,clean
1,1,1,30,1,115,8,30,0,clean
3,3,1,66,3,115,11,17,5,clean
2,2,1,12,2,115,39,5,0,clean
2,2,1,40,2,115,7,18,2,clean
3,3,1,20,3,115,89,5,1,clean
2,2,1,249,2,115,8,52,72,defective
2,2,1,37,2,115,8,17,1,clean
1,1,1,88,1,115,37,88,0,clean
1,1,1,22,1,115,34,14,8,clean
1,1,1,14,1,115,15,12,2,clean
2,2,1,65,2,115,5,4,28,clean
1,1,1,39,1,115,14,39,0,defective
1,1,1,15,1,115,82,9,6,clean
1,1,1,27,1,115,4,27,0,clean
2,2,1,59,2,115,20,27,2,clean
2,2,1,33,2,115,5,15,1,clean
2,2,1,129,2,115,14,52,12,defective
2,2,1,58,2,115,21,26,2,clean
1,1,1,14,1,115,125,12,2,clean
1,1,1,12,1,115,84,2,10,clean
1,1,1,14,1,115,15,2,12,clean
2,2,1,49,2,115,15,22,2,clean
1,1,1,463,1,115,228,463,0,clean
1,1,1,4,1,115,233,3,1,clean
1,1,1,116,1,115,27,58,58,clean
1,1,1,116,1,115,27,58,58,clean
1,1,1,34,1,115,18,34,0,clean
1,1,1,75,1,115,28,75,0,clean
