@relation 'dataset_feat_h-weka.filters.unsupervised.attribute.Remove-R2-3,5,7-9,11'

@attribute comm numeric
@attribute exp numeric
@attribute modd numeric
@attribute addl numeric
@attribute label {clean,defective}

@data
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,1472,1,64,clean
1,1472,1,64,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
2,730,6,5432,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,2261,1,2261,clean
1,2261,1,2261,clean
1,2261,1,2261,clean
1,13,1,0,clean
1,20,1,0,clean
1,19,1,0,clean
1,19,1,0,clean
1,24244,1,418,clean
1,24244,1,418,clean
1,24244,1,418,clean
1,24244,1,418,clean
1,24244,1,418,clean
1,24244,1,418,clean
1,24244,1,418,clean
1,24244,1,418,clean
1,4142,1,38,clean
1,172323956,1,16069,clean
1,270,1,30,clean
1,270,1,30,clean
1,57,1,0,clean
1,2401,1,49,clean
2,224,2,121,clean
2,21733,2,273,defective
1,2401,1,49,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
2,289,2,28,defective
10,2614,21,147,defective
1,1,1,1,clean
1,177560,1,460,clean
1,7,9,0,clean
1,19,1,0,clean
5,32,7,42,clean
4,3,4,4,clean
1,4095,1,4095,defective
1,4095,1,4095,defective
2,73,2,38,clean
2,553,2,51,defective
6,80,7,49,defective
3,208,7,7,clean
1,638,1,22,clean
5,97,5,70,defective
2,2838,2,44,defective
2,2838,2,44,defective
1,37,1,37,clean
1,4142,1,38,clean
1,52,1,13,clean
1,10,1,5,clean
1,9,1,3,clean
1,4,1,2,clean
1,1,1,1,clean
1,841,1,29,clean
4,212,14,69,defective
3,32,3,6,clean
2,50,2,5,clean
1,32,1,8,clean
2,140,6,179,defective
2,1793,2,93,clean
9,140,15,43,defective
2,94514,10,191,defective
1,37,1,37,clean
1,4032,1,7,clean
1,34,1,0,clean
1,4032,1,7,clean
6,212,20,51,defective
8,81,10,53,defective
1,10,1,10,clean
14,86,22,18,defective
1,576,1,24,clean
1,1076376,1,1032,clean
1,3,2,1,clean
2,5544,4,56,defective
1,203,1,7,clean
1,1076376,1,1032,clean
1,2108,1,62,clean
10,16,17,3,clean
1,4095,1,4095,defective
1,81,1,9,clean
1,166,2,82,clean
1,378,1,27,clean
1,1,1,1,clean
1,166,2,82,clean
2,91,2,8,clean
1,24,1,8,clean
1,166,4,82,clean
1,1,1,1,clean
14,183,29,12,defective
19,36,20,19,defective
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
10,12,11,14,defective
1,24244,1,418,clean
1,24244,1,418,clean
1,24244,1,418,clean
1,24244,1,418,clean
1,24244,1,418,clean
1,24244,1,418,clean
1,9,1,3,clean
1,5180,1,259,defective
2,137,2,15,clean
1,900,1,30,clean
1,1,1,1,clean
1,166,1,0,clean
6,20602,8,649,defective
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
3,3520,3,242,defective
1,4095,2,2090,defective
3,15,3,41,clean
4,7,4,31,clean
1,1558,2,38,clean
1,4,1,4,clean
1,3,1,3,clean
1,169,1,13,clean
2,61,2,62,clean
2,61,2,62,clean
2,61,2,62,clean
1,215,1,215,clean
1,112,1,16,defective
1,96,1,6,clean
5,2296,5,31,defective
6,15104,6,95,clean
2,27,2,47,clean
1,3,1,3,clean
1,15,1,15,clean
1,4095,1,4095,defective
1,5,1,5,clean
1,215,1,215,clean
1,215,1,215,clean
1,32,1,8,clean
2,40,2,35,clean
1,2070,1,23,clean
1,130,1,10,clean
1,598,1,23,clean
1,130,1,10,clean
1,504,1,63,clean
1,504,1,63,clean
1,72,2,36,clean
1,130,1,10,clean
3,894,3,76,defective
2,58,2,436,clean
1,598,1,23,clean
1,168,1,12,clean
1,196,1,14,clean
1,32702,1,166,clean
12,46,18,20,defective
2,51,5,53,defective
2,61,2,62,clean
1,1440,7,66,defective
1,7,1,7,clean
3,3,3,3,clean
2,3,2,3,clean
2,32,2,4,clean
1,6,4,4,clean
6,29,23,44,defective
1,11245,1,173,clean
1,19,1,19,clean
1,13,1,13,clean
1,10,1,5,clean
1,21,1,7,clean
1,40,1,20,clean
1,120,1,120,clean
2,69,2,43,clean
6,1768,6,36,defective
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
1,172323956,1,16069,clean
