@relation 'dataset_feat_h-weka.filters.unsupervised.attribute.Remove-R3,5-6,8'

@attribute comm numeric
@attribute adev numeric
@attribute exp numeric
@attribute mods numeric
@attribute cyco numeric
@attribute addl numeric
@attribute reml numeric
@attribute label {clean,defective}

@data
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
2,2,730,1366,2183,5432,3596,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,2261,1366,0,2261,0,clean
1,1,2261,1366,0,2261,0,clean
1,1,2261,1366,0,2261,0,clean
1,1,13,1366,0,0,13,clean
1,1,20,1366,0,0,20,clean
1,1,19,1366,0,0,19,clean
1,1,19,1366,0,0,19,clean
1,1,24244,1366,0,418,58,clean
1,1,24244,1366,0,418,58,clean
1,1,24244,1366,0,418,58,clean
1,1,24244,1366,0,418,58,clean
1,1,24244,1366,0,418,58,clean
1,1,24244,1366,0,418,58,clean
1,1,24244,1366,0,418,58,clean
1,1,24244,1366,0,418,58,clean
1,1,4142,1366,62,38,109,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,270,1366,624,30,9,clean
1,1,270,1366,624,30,9,clean
1,1,57,1366,0,0,57,clean
1,1,2401,1366,174,49,49,clean
2,2,224,1366,826,121,7,clean
2,2,21733,1366,1899,273,214,defective
1,1,2401,1366,174,49,49,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
2,2,289,1366,250,28,17,defective
10,10,2614,1366,102,147,272,defective
1,1,1,1366,8,1,1,clean
1,1,177560,1366,132,460,386,clean
1,1,7,1366,33,0,26,clean
1,1,19,1366,0,0,19,clean
5,5,32,1366,587,42,24,clean
4,4,3,1366,192,4,1,clean
1,1,4095,1366,817,4095,0,defective
1,1,4095,1366,817,4095,0,defective
2,2,73,1366,260,38,5,clean
2,2,553,1366,47,51,29,defective
6,6,80,1366,96,49,3,defective
3,3,208,1366,51,7,10,clean
1,1,638,1366,138,22,29,clean
5,5,97,1366,21,70,52,defective
2,2,2838,1366,222,44,521,defective
2,2,2838,1366,222,44,521,defective
1,1,37,1366,142,37,0,clean
1,1,4142,1366,62,38,109,clean
1,1,52,1366,32,13,4,clean
1,1,10,1366,4,5,2,clean
1,1,9,1366,21,3,3,clean
1,1,4,1366,21,2,2,clean
1,1,1,1366,984,1,1,clean
1,1,841,1366,18,29,29,clean
4,4,212,1366,15,69,53,defective
3,3,32,1366,1,6,8,clean
2,2,50,1366,1,5,10,clean
1,1,32,1366,1,8,4,clean
2,2,140,1366,46,179,1,defective
2,2,1793,1366,44,93,43,clean
9,9,140,1366,39,43,24,defective
2,2,94514,1366,18,191,512,defective
1,1,37,1366,62,37,1,clean
1,1,4032,1366,312,7,576,clean
1,1,34,1366,7,0,34,clean
1,1,4032,1366,312,7,576,clean
6,6,212,1366,16,51,40,defective
8,8,81,1366,53,53,138,defective
1,1,10,1366,0,10,0,clean
14,14,86,1366,31,18,9,defective
1,1,576,1366,311,24,24,clean
1,1,1076376,1366,846,1032,1043,clean
1,1,3,1366,4,1,3,clean
2,2,5544,1366,855,56,37,defective
1,1,203,1366,2240,7,29,clean
1,1,1076376,1366,846,1032,1043,clean
1,1,2108,1366,1880,62,34,clean
10,10,16,1366,201,3,242,clean
1,1,4095,1366,817,4095,0,defective
1,1,81,1366,18,9,9,clean
1,1,166,1366,10,82,83,clean
1,1,378,1366,58,27,14,clean
1,1,1,1366,359,1,1,clean
1,1,166,1366,10,82,83,clean
2,2,91,1366,81,8,8,clean
1,1,24,1366,14,8,3,clean
1,1,166,1366,10,82,83,clean
1,1,1,1366,211,1,1,clean
14,14,183,1366,228,12,8,defective
19,19,36,1366,305,19,204,defective
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
10,10,12,1366,167,14,9,defective
1,1,24244,1366,0,418,58,clean
1,1,24244,1366,0,418,58,clean
1,1,24244,1366,0,418,58,clean
1,1,24244,1366,0,418,58,clean
1,1,24244,1366,0,418,58,clean
1,1,24244,1366,0,418,58,clean
1,1,9,1366,36,3,3,clean
1,1,5180,1366,197,259,20,defective
2,2,137,1366,245,15,25,clean
1,1,900,1366,247,30,30,clean
1,1,1,1366,53,1,1,clean
1,1,166,1366,14,0,166,clean
6,6,20602,1366,513,649,634,defective
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
1,1,172323956,1366,6482,16069,10724,clean
3,3,3520,1366,206,242,29,defective
1,1,4095,1366,441,2090,8,defective
3,3,15,1366,9,41,0,clean
4,4,7,1366,14,31,0,clean
1,1,1558,1366,12,38,41,clean
1,1,4,1366,4,4,1,clean
1,1,3,1366,1,3,0,clean
1,1,169,1366,0,13,13,clean
2,2,61,1366,0,62,0,clean
2,2,61,1366,0,62,0,clean
2,2,61,1366,0,62,0,clean
1,1,215,1366,12,215,0,clean
1,1,112,1366,593,16,7,defective
1,1,96,1366,50,6,16,clean
5,5,2296,1366,122,31,17,defective
6,6,15104,1366,272,95,184,clean
2,2,27,1366,56,47,2,clean
1,1,3,1366,176,3,1,clean
1,1,15,1366,10,15,0,clean
1,1,4095,1366,817,4095,0,defective
1,1,5,1366,42,5,1,clean
1,1,215,1366,12,215,0,clean
1,1,215,1366,12,215,0,clean
1,1,32,1366,10,8,4,clean
2,2,40,1366,161,35,6,clean
1,1,2070,1366,32,23,90,clean
1,1,130,1366,185,10,13,clean
1,1,598,1366,185,23,26,clean
1,1,130,1366,185,10,13,clean
1,1,504,1366,164,63,8,clean
1,1,504,1366,164,63,8,clean
1,1,72,1366,160,36,8,clean
1,1,130,1366,185,10,13,clean
3,3,894,1366,93,76,58,defective
2,2,58,1366,161,436,0,clean
1,1,598,1366,185,23,26,clean
1,1,168,1366,156,12,14,clean
1,1,196,1366,66,14,14,clean
1,1,32702,1366,101,166,197,clean
12,12,46,1366,222,20,3,defective
2,2,51,1366,57,53,35,defective
2,2,61,1366,0,62,0,clean
1,1,1440,1366,56,66,14,defective
1,1,7,1366,1,7,0,clean
3,3,3,1366,1,3,0,clean
2,2,3,1366,1,3,0,clean
2,2,32,1366,79,4,2,clean
1,1,6,1366,118,4,0,clean
6,6,29,1366,60,44,8,defective
1,1,11245,1366,44,173,65,clean
1,1,19,1366,12,19,0,clean
1,1,13,1366,2,13,1,clean
1,1,10,1366,4,5,2,clean
1,1,21,1366,25,7,3,clean
1,1,40,1366,0,20,2,clean
1,1,120,1366,13,120,0,clean
2,2,69,1366,9,43,21,clean
6,6,1768,1366,26,36,26,defective
1,1,172323956,1366,6482,16069,10724,clean
